city_norm,item_id,sept_actual_sales
raipur,10006105,13.0
rajahmundry,10006105,21.0
rajkot,10006105,35.0
rajpura,10006105,5.0
rampur,10006105,1.0
ranchi,10006105,454.0
ratlam,10006105,6.0
rewa,10006105,18.0
rewari,10006105,14.0
rishikesh,10006105,39.0
rohtak,10006105,31.0
roorkee,10006105,34.0
rudrapur,10006105,4.0
saharanpur,10006105,23.0
salem,10006105,7.0
sangrur,10006105,4.0
satara,10006105,5.0
satna,10006105,9.0
shillong,10006105,50.0
shimoga,10006105,11.0
sikar,10006105,11.0
siliguri,10006105,178.0
sirsa,10006105,5.0
sitapur,10006105,8.0
solan,10006105,16.0
solapur,10006105,24.0
sonipat,10006105,53.0
sri ganganagar,10006105,3.0
sundar nagar,10006105,3.0
surat,10006105,50.0
thrissur,10006105,34.0
tiruchirappalli,10006105,7.0
tirupati,10006105,21.0
trivandrum,10006105,50.0
tumkur,10006105,6.0
udaipur,10006105,32.0
udupi,10006105,7.0
ujjain,10006105,11.0
una,10006105,7.0
unnao,10006105,6.0
vadodara,10006105,135.0
vapi,10006105,6.0
varanasi,10006105,162.0
vellore,10006105,25.0
vijayawada,10006105,90.0
vizag,10006105,247.0
vizianagaram,10006105,11.0
vrindavan,10006105,8.0
warangal,10006105,12.0
yamunanagar,10006105,10.0
zirakpur,10006105,37.0
agra,10006205,86.0
ahmedabad,10006205,35.0
ajmer,10006205,10.0
akola,10006205,1.0
aligarh,10006205,41.0
alwar,10006205,13.0
ambala,10006205,40.0
amritsar,10006205,57.0
anand,10006205,1.0
asansol,10006205,7.0
ayodhya,10006205,81.0
baddi,10006205,2.0
bahadurgarh,10006205,44.0
ballari,10006205,5.0
barabanki,10006205,26.0
bardhaman,10006205,2.0
bareilly,10006205,15.0
batala,10006205,31.0
bathinda,10006205,7.0
begusarai,10006205,5.0
belgaum,10006205,2.0
bengaluru,10006205,320.0
berhampur,10006205,12.0
bhagalpur,10006205,8.0
bhavnagar,10006205,6.0
bhiwadi,10006205,51.0
bhiwani,10006205,13.0
bhubaneswar,10006205,73.0
bhuj,10006205,1.0
bidar,10006205,4.0
bijapur,10006205,13.0
bikaner,10006205,3.0
bokaro,10006205,4.0
chandigarh,10006205,31.0
chandrapur,10006205,1.0
chennai,10006205,13.0
cuttack,10006205,17.0
darbhanga,10006205,10.0
davanagere,10006205,4.0
dehradun,10006205,181.0
delhi,10006205,2872.0
deoghar,10006205,11.0
deoria,10006205,23.0
dhanbad,10006205,15.0
dharamshala,10006205,2.0
dharwad,10006205,1.0
durgapur,10006205,6.0
faridabad,10006205,431.0
farrukhabad,10006205,24.0
fatehpur,10006205,21.0
firozabad,10006205,19.0
firozpur,10006205,3.0
gandhidham,10006205,2.0
gaya,10006205,14.0
ghaziabad,10006205,458.7
goa,10006205,16.0
gonda,10006205,27.0
gorakhpur,10006205,127.0
gulbarga,10006205,7.0
gurgaon,10006205,972.0
guwahati,10006205,30.0
gwalior,10006205,13.0
haldwani,10006205,36.0
hamirpur,10006205,3.0
hapur,10006205,27.0
haridwar,10006205,71.0
hassan,10006205,2.0
hazaribagh,10006205,6.0
hisar,10006205,39.0
hoshiarpur,10006205,8.0
hubli,10006205,1.0
hyderabad,10006205,96.0
jabalpur,10006205,12.0
jaipur,10006205,102.0
jalandhar,10006205,23.0
jammu,10006205,15.0
jamnagar,10006205,1.0
jamshedpur,10006205,49.0
jaunpur,10006205,27.0
jhansi,10006205,17.0
jind,10006205,18.0
jodhpur,10006205,5.0
kaithal,10006205,19.0
kakinada,10006205,2.0
kanpur,10006205,298.0
kapurthala,10006205,20.0
karnal,10006205,41.0
kashipur,10006205,1.0
khanna,10006205,5.0
kharagpur,10006205,4.0
kharar,10006205,20.0
kolkata,10006205,579.0
kota,10006205,15.0
kotdwar,10006205,19.0
kurukshetra,10006205,1.0
lakhimpur,10006205,11.0
lonavala,10006205,1.0
lucknow,10006205,500.0
ludhiana,10006205,48.0
mainpuri,10006205,9.0
manipal,10006205,2.0
mathura,10006205,17.0
meerut,10006205,99.0
modinagar,10006205,22.0
moga,10006205,9.0
mohali,10006205,21.0
moradabad,10006205,35.0
morbi,10006205,1.0
mumbai,10006205,297.0
muzaffarnagar,10006205,35.0
muzaffarpur,10006205,24.0
mysore,10006205,4.0
nagpur,10006205,3.0
nanded,10006205,1.0
nashik,10006205,1.0
nizamabad,10006205,1.0
noida,10006205,1070.3
palwal,10006205,42.0
panchkula,10006205,7.0
panipat,10006205,87.0
pathankot,10006205,13.0
patiala,10006205,9.0
patna,10006205,109.0
phagwara,10006205,6.0
prayagraj,10006205,177.0
pune,10006205,112.0
puri,10006205,13.0
purnia,10006205,10.0
raebareli,10006205,15.0
rajahmundry,10006205,1.0
rajkot,10006205,9.0
rajpura,10006205,5.0
rampur,10006205,14.0
ranchi,10006205,37.0
rewa,10006205,2.0
rewari,10006205,29.0
rishikesh,10006205,24.0
rohtak,10006205,96.0
roorkee,10006205,28.0
rudrapur,10006205,52.0
saharanpur,10006205,56.0
sangrur,10006205,3.0
satna,10006205,2.0
shillong,10006205,4.0
shimoga,10006205,1.0
sikar,10006205,4.0
siliguri,10006205,6.0
sirsa,10006205,9.0
sitapur,10006205,22.0
solan,10006205,2.0
solapur,10006205,1.0
sonipat,10006205,115.0
sri ganganagar,10006205,2.0
sundar nagar,10006205,2.0
surat,10006205,5.0
tumkur,10006205,1.0
udaipur,10006205,10.0
udupi,10006205,2.0
una,10006205,4.0
unnao,10006205,10.0
vadodara,10006205,14.0
vapi,10006205,1.0
varanasi,10006205,246.0
vellore,10006205,1.0
vijayawada,10006205,2.0
vizag,10006205,7.0
vizianagaram,10006205,2.0
vrindavan,10006205,21.0
warangal,10006205,1.0
yamunanagar,10006205,52.0
zirakpur,10006205,28.0
agra,10006207,193.0
ahmedabad,10006207,237.0
ajmer,10006207,41.0
akola,10006207,1.0
aligarh,10006207,60.0
alwar,10006207,47.0
ambala,10006207,23.0
amravati,10006207,6.0
amritsar,10006207,218.0
anand,10006207,4.0
ankleshwar,10006207,1.0
asansol,10006207,22.0
aurangabad,10006207,4.0
ayodhya,10006207,11.0
baddi,10006207,3.0
bahadurgarh,10006207,18.0
ballari,10006207,2.0
barabanki,10006207,33.0
bardhaman,10006207,21.0
bareilly,10006207,61.0
batala,10006207,13.0
bathinda,10006207,26.0
begusarai,10006207,22.0
belgaum,10006207,6.0
bengaluru,10006207,1167.0
berhampur,10006207,4.0
bhagalpur,10006207,30.0
bharuch,10006207,3.0
bhavnagar,10006207,3.0
bhiwadi,10006207,27.0
bhiwani,10006207,7.0
bhopal,10006207,132.0
bhubaneswar,10006207,52.0
bidar,10006207,6.0
bijapur,10006207,1.0
bikaner,10006207,35.0
bilaspur,10006207,1.0
bokaro,10006207,21.0
chandigarh,10006207,347.0
chandrapur,10006207,3.0
chennai,10006207,159.0
coimbatore,10006207,17.0
cuttack,10006207,21.0
darbhanga,10006207,25.0
davanagere,10006207,17.0
dehradun,10006207,315.0
delhi,10006207,4604.0
deoghar,10006207,15.0
deoria,10006207,11.0
dewas,10006207,2.0
dhanbad,10006207,41.0
dharamshala,10006207,6.0
dharwad,10006207,10.0
durg,10006207,25.0
durgapur,10006207,9.0
eluru,10006207,3.0
erode,10006207,1.0
faridabad,10006207,546.0
farrukhabad,10006207,11.0
fatehpur,10006207,11.0
firozabad,10006207,10.0
firozpur,10006207,13.0
gandhidham,10006207,8.0
gaya,10006207,38.0
ghaziabad,10006207,858.9
goa,10006207,56.0
gonda,10006207,22.0
gorakhpur,10006207,143.0
gulbarga,10006207,12.0
guntur,10006207,1.0
gurgaon,10006207,1687.0
guwahati,10006207,50.0
gwalior,10006207,8.0
haldwani,10006207,65.0
hamirpur,10006207,4.0
hapur,10006207,14.0
haridwar,10006207,26.0
hassan,10006207,1.0
hazaribagh,10006207,10.0
hisar,10006207,25.0
hoshiarpur,10006207,22.0
hosur,10006207,2.0
hubli,10006207,10.0
hyderabad,10006207,343.0
indore,10006207,84.0
jabalpur,10006207,22.0
jaipur,10006207,648.0
jalandhar,10006207,215.0
jalgaon,10006207,2.0
jammu,10006207,53.0
jamnagar,10006207,3.0
jamshedpur,10006207,93.0
jaunpur,10006207,11.0
jhansi,10006207,25.0
jind,10006207,6.0
jodhpur,10006207,71.0
junagadh,10006207,1.0
kaithal,10006207,10.0
kakinada,10006207,3.0
kanpur,10006207,427.0
kapurthala,10006207,13.0
karnal,10006207,17.0
kashipur,10006207,1.0
khanna,10006207,2.0
kharagpur,10006207,12.0
kharar,10006207,111.0
kochi,10006207,52.0
kolhapur,10006207,4.0
kolkata,10006207,2424.0
kota,10006207,110.0
kotdwar,10006207,6.0
kottayam,10006207,2.0
kozhikode,10006207,6.0
kurukshetra,10006207,19.0
lakhimpur,10006207,27.0
latur,10006207,1.0
lucknow,10006207,2277.0
ludhiana,10006207,202.0
madurai,10006207,1.0
mainpuri,10006207,9.0
mangaluru,10006207,3.0
manipal,10006207,4.0
mathura,10006207,34.0
meerut,10006207,190.0
mehsana,10006207,1.0
modinagar,10006207,11.0
moga,10006207,17.0
mohali,10006207,270.0
moradabad,10006207,48.0
morbi,10006207,1.0
mumbai,10006207,732.0
muzaffarnagar,10006207,20.0
muzaffarpur,10006207,39.0
mysore,10006207,24.0
nadiad,10006207,2.0
nagpur,10006207,78.0
nashik,10006207,23.0
navsari,10006207,5.0
nellore,10006207,1.0
noida,10006207,2004.1
palwal,10006207,4.0
panchkula,10006207,113.0
panipat,10006207,36.0
pathankot,10006207,9.0
patiala,10006207,105.0
patna,10006207,943.0
phagwara,10006207,6.0
prayagraj,10006207,122.0
puducherry,10006207,1.0
pune,10006207,389.0
puri,10006207,4.0
purnia,10006207,50.0
raebareli,10006207,26.0
raipur,10006207,81.0
rajahmundry,10006207,1.0
rajkot,10006207,30.0
rajpura,10006207,8.0
rampur,10006207,17.0
ranchi,10006207,276.0
rewa,10006207,3.0
rewari,10006207,10.0
rishikesh,10006207,21.0
rohtak,10006207,45.0
roorkee,10006207,23.0
rudrapur,10006207,22.0
saharanpur,10006207,34.0
salem,10006207,1.0
sangli,10006207,1.0
sangrur,10006207,14.0
satna,10006207,5.0
shillong,10006207,8.0
shimoga,10006207,4.0
sikar,10006207,24.0
siliguri,10006207,40.0
sirsa,10006207,15.0
sitapur,10006207,23.0
solan,10006207,8.0
solapur,10006207,1.0
sonipat,10006207,68.0
sri ganganagar,10006207,8.0
sundar nagar,10006207,4.0
surat,10006207,37.0
thrissur,10006207,7.0
tirupati,10006207,2.0
trivandrum,10006207,9.0
tumkur,10006207,2.0
udaipur,10006207,86.0
udupi,10006207,4.0
ujjain,10006207,4.0
una,10006207,5.0
unnao,10006207,27.0
vadodara,10006207,74.0
vapi,10006207,1.0
varanasi,10006207,226.0
vellore,10006207,3.0
vijayawada,10006207,16.0
vizag,10006207,29.0
vrindavan,10006207,18.0
yamunanagar,10006207,24.0
zirakpur,10006207,96.0
agra,10006611,72.0
agra,10006611,3.0
ahmedabad,10006611,54.0
ahmedabad,10006611,4.0
ajmer,10006611,14.0
akola,10006611,5.0
aligarh,10006611,21.0
alwar,10006611,8.0
alwar,10006611,2.0
ambala,10006611,8.0
amravati,10006611,5.0
amritsar,10006611,37.0
anand,10006611,3.0
asansol,10006611,8.0
asansol,10006611,1.0
aurangabad,10006611,5.0
ayodhya,10006611,10.0
baddi,10006611,3.0
bahadurgarh,10006611,8.0
ballari,10006611,5.0
barabanki,10006611,4.0
bardhaman,10006611,6.0
bareilly,10006611,24.0
bareilly,10006611,2.0
batala,10006611,3.0
bathinda,10006611,8.0
begusarai,10006611,2.0
belgaum,10006611,4.0
bengaluru,10006611,284.0
bengaluru,10006611,14.0
berhampur,10006611,7.0
bhagalpur,10006611,9.0
bharuch,10006611,1.0
bhavnagar,10006611,2.0
bhimavaram,10006611,3.0
bhiwadi,10006611,10.0
bhiwani,10006611,5.0
bhopal,10006611,79.0
bhopal,10006611,5.0
bhubaneswar,10006611,19.0
bhubaneswar,10006611,2.0
bidar,10006611,1.0
bijapur,10006611,3.0
bijapur,10006611,2.0
bikaner,10006611,2.0
bokaro,10006611,6.0
chandigarh,10006611,88.0
chandigarh,10006611,1.0
chandrapur,10006611,2.0
chennai,10006611,55.0
chennai,10006611,3.0
coimbatore,10006611,6.0
cuttack,10006611,2.0
cuttack,10006611,1.0
darbhanga,10006611,3.0
davanagere,10006611,2.0
dehradun,10006611,126.0
dehradun,10006611,6.0
delhi,10006611,942.0
delhi,10006611,27.0
deoghar,10006611,4.0
deoria,10006611,4.0
dewas,10006611,2.0
dhanbad,10006611,19.0
dhanbad,10006611,1.0
dharamshala,10006611,5.0
dharwad,10006611,2.0
durg,10006611,7.0
durgapur,10006611,5.0
durgapur,10006611,1.0
eluru,10006611,5.0
erode,10006611,1.0
faridabad,10006611,111.0
faridabad,10006611,5.0
farrukhabad,10006611,7.0
fatehpur,10006611,3.0
firozabad,10006611,8.0
firozpur,10006611,4.0
gandhidham,10006611,2.0
gaya,10006611,9.0
ghaziabad,10006611,184.2
ghaziabad,10006611,6.0
goa,10006611,25.0
goa,10006611,1.0
gonda,10006611,13.0
gorakhpur,10006611,26.0
gorakhpur,10006611,3.0
gulbarga,10006611,5.0
guntur,10006611,8.0
gurgaon,10006611,320.0
gurgaon,10006611,8.0
guwahati,10006611,72.0
guwahati,10006611,2.0
gwalior,10006611,20.0
haldwani,10006611,32.0
hamirpur,10006611,8.0
hapur,10006611,8.0
haridwar,10006611,17.0
haridwar,10006611,1.0
hazaribagh,10006611,6.0
hisar,10006611,16.0
hoshiarpur,10006611,6.0
hosur,10006611,2.0
hubli,10006611,1.0
hyderabad,10006611,183.0
hyderabad,10006611,7.0
indore,10006611,78.0
indore,10006611,1.0
jabalpur,10006611,34.0
jabalpur,10006611,1.0
jaipur,10006611,163.0
jaipur,10006611,4.0
jalandhar,10006611,53.0
jalandhar,10006611,1.0
jalgaon,10006611,3.0
jammu,10006611,70.0
jamnagar,10006611,4.0
jamshedpur,10006611,46.0
jamshedpur,10006611,4.0
jaunpur,10006611,4.0
jhansi,10006611,14.0
jhansi,10006611,2.0
jind,10006611,4.0
jodhpur,10006611,26.0
jodhpur,10006611,1.0
kaithal,10006611,3.0
kakinada,10006611,8.0
kanpur,10006611,130.0
kanpur,10006611,5.0
kapurthala,10006611,4.0
karnal,10006611,15.0
khanna,10006611,10.0
kharagpur,10006611,2.0
kharar,10006611,35.0
kochi,10006611,1.0
kolhapur,10006611,5.0
kolhapur,10006611,1.0
kolkata,10006611,349.0
kolkata,10006611,19.0
kota,10006611,17.0
kotdwar,10006611,11.0
kottayam,10006611,1.0
kozhikode,10006611,1.0
kurnool,10006611,2.0
kurukshetra,10006611,4.0
lakhimpur,10006611,2.0
lakhimpur,10006611,1.0
latur,10006611,2.0
lucknow,10006611,325.0
lucknow,10006611,8.0
ludhiana,10006611,64.0
mainpuri,10006611,2.0
manali,10006611,2.0
manipal,10006611,3.0
mathura,10006611,20.0
meerut,10006611,68.0
meerut,10006611,2.0
mehsana,10006611,1.0
modinagar,10006611,5.0
moga,10006611,5.0
moga,10006611,1.0
mohali,10006611,51.0
mohali,10006611,2.0
moradabad,10006611,12.0
moradabad,10006611,1.0
mumbai,10006611,14.0
mumbai,10006611,2.0
muzaffarnagar,10006611,12.0
muzaffarnagar,10006611,1.0
muzaffarpur,10006611,14.0
muzaffarpur,10006611,1.0
mysore,10006611,7.0
mysore,10006611,2.0
nadiad,10006611,1.0
nagpur,10006611,52.0
nanded,10006611,1.0
narmadapuram,10006611,1.0
navsari,10006611,3.0
nellore,10006611,2.0
noida,10006611,429.79999999999995
noida,10006611,14.0
palwal,10006611,3.0
panchkula,10006611,31.0
panipat,10006611,20.0
pathankot,10006611,6.0
patiala,10006611,29.0
patna,10006611,106.0
patna,10006611,1.0
phagwara,10006611,5.0
prayagraj,10006611,55.0
prayagraj,10006611,3.0
puducherry,10006611,2.0
pune,10006611,175.0
pune,10006611,5.0
puri,10006611,4.0
purnia,10006611,11.0
raebareli,10006611,4.0
raipur,10006611,43.0
raipur,10006611,2.0
rajahmundry,10006611,1.0
rajkot,10006611,5.0
rajpura,10006611,5.0
rampur,10006611,3.0
ranchi,10006611,68.0
ranchi,10006611,3.0
ratlam,10006611,3.0
rewa,10006611,9.0
rewa,10006611,1.0
rewari,10006611,6.0
rewari,10006611,1.0
rishikesh,10006611,4.0
rohtak,10006611,29.0
roorkee,10006611,11.0
roorkee,10006611,2.0
rudrapur,10006611,18.0
saharanpur,10006611,10.0
sangrur,10006611,1.0
satara,10006611,2.0
satna,10006611,9.0
shillong,10006611,9.0
shillong,10006611,1.0
shimoga,10006611,1.0
sikar,10006611,6.0
siliguri,10006611,11.0
siliguri,10006611,1.0
sirsa,10006611,6.0
sitapur,10006611,16.0
solan,10006611,6.0
sonipat,10006611,27.0
sonipat,10006611,1.0
sri ganganagar,10006611,3.0
sundar nagar,10006611,4.0
surat,10006611,23.0
surat,10006611,3.0
tiruchirappalli,10006611,1.0
tirupati,10006611,1.0
trivandrum,10006611,1.0
udaipur,10006611,12.0
udaipur,10006611,1.0
udupi,10006611,1.0
ujjain,10006611,2.0
una,10006611,1.0
unnao,10006611,3.0
vadodara,10006611,21.0
varanasi,10006611,37.0
varanasi,10006611,2.0
vellore,10006611,2.0
vijayawada,10006611,16.0
vijayawada,10006611,1.0
vizag,10006611,23.0
vizianagaram,10006611,2.0
vrindavan,10006611,12.0
warangal,10006611,2.0
yamunanagar,10006611,10.0
zirakpur,10006611,44.0
zirakpur,10006611,1.0
agra,10007027,478.0
ahmedabad,10007027,1424.0
ahmednagar,10007027,18.0
ajmer,10007027,167.0
akola,10007027,26.0
aligarh,10007027,250.0
alwar,10007027,135.0
ambala,10007027,90.0
amravati,10007027,40.0
amritsar,10007027,794.0
anand,10007027,80.0
ankleshwar,10007027,40.0
asansol,10007027,157.0
aurangabad,10007027,90.0
ayodhya,10007027,119.0
baddi,10007027,38.0
bahadurgarh,10007027,113.0
barabanki,10007027,81.0
bardhaman,10007027,73.0
bareilly,10007027,258.0
batala,10007027,56.0
bathinda,10007027,106.0
begusarai,10007027,91.0
berhampur,10007027,173.0
bhagalpur,10007027,162.0
bharuch,10007027,40.0
bhavnagar,10007027,44.0
bhiwadi,10007027,254.0
bhiwani,10007027,65.0
bhopal,10007027,1259.0
bhubaneswar,10007027,982.0
bhuj,10007027,39.0
bikaner,10007027,119.0
bokaro,10007027,135.0
chandigarh,10007027,947.0
chandrapur,10007027,21.0
cuttack,10007027,264.0
darbhanga,10007027,90.0
dehradun,10007027,224.0
delhi,10007027,14840.0
deoghar,10007027,55.0
deoria,10007027,69.0
dewas,10007027,59.0
dhanbad,10007027,222.0
dharamshala,10007027,27.0
durg,10007027,47.0
durgapur,10007027,123.0
faridabad,10007027,1491.0
farrukhabad,10007027,30.0
fatehpur,10007027,63.0
firozabad,10007027,28.0
firozpur,10007027,42.0
gandhidham,10007027,52.0
gaya,10007027,179.0
ghaziabad,10007027,2302.5
goa,10007027,72.0
gonda,10007027,81.0
gorakhpur,10007027,590.0
gurgaon,10007027,4786.0
guwahati,10007027,755.0
gwalior,10007027,222.0
haldwani,10007027,227.0
hamirpur,10007027,32.0
hapur,10007027,46.0
haridwar,10007027,96.0
hazaribagh,10007027,41.0
hisar,10007027,129.0
hoshiarpur,10007027,110.0
indore,10007027,1301.0
jabalpur,10007027,281.0
jaipur,10007027,1626.0
jalandhar,10007027,635.0
jalgaon,10007027,20.0
jammu,10007027,420.0
jamnagar,10007027,95.0
jamshedpur,10007027,706.0
jaunpur,10007027,88.0
jhansi,10007027,157.0
jind,10007027,35.0
jodhpur,10007027,310.0
junagadh,10007027,13.0
kaithal,10007027,39.0
kalol,10007027,20.0
kanpur,10007027,1898.0
kapurthala,10007027,45.0
karnal,10007027,191.0
khanna,10007027,41.0
kharagpur,10007027,131.0
kharar,10007027,531.0
kolhapur,10007027,61.0
kolkata,10007027,5136.0
kota,10007027,188.0
kotdwar,10007027,29.0
kurukshetra,10007027,53.0
lakhimpur,10007027,56.0
latur,10007027,32.0
lonavala,10007027,79.0
lucknow,10007027,4148.0
ludhiana,10007027,841.0
mainpuri,10007027,14.0
manali,10007027,14.0
mathura,10007027,112.0
meerut,10007027,343.0
mehsana,10007027,37.0
modinagar,10007027,41.0
moga,10007027,46.0
mohali,10007027,336.0
moradabad,10007027,165.0
morbi,10007027,17.0
mumbai,10007027,6374.0
muzaffarnagar,10007027,54.0
muzaffarpur,10007027,248.0
nadiad,10007027,18.0
nagpur,10007027,156.0
nanded,10007027,14.0
narmadapuram,10007027,35.0
nashik,10007027,166.0
navsari,10007027,38.0
noida,10007027,5372.5
palwal,10007027,58.0
panchkula,10007027,254.0
panipat,10007027,179.0
pathankot,10007027,64.0
patiala,10007027,255.0
patna,10007027,1762.0
phagwara,10007027,130.0
prayagraj,10007027,692.0
pune,10007027,1991.0
puri,10007027,180.0
purnia,10007027,145.0
raebareli,10007027,93.0
raipur,10007027,95.0
rajkot,10007027,212.0
rajpura,10007027,36.0
rampur,10007027,72.0
ranchi,10007027,854.0
ratlam,10007027,27.0
rewa,10007027,75.0
rewari,10007027,78.0
rishikesh,10007027,14.0
rohtak,10007027,158.0
roorkee,10007027,12.0
rudrapur,10007027,109.0
saharanpur,10007027,93.0
sangli,10007027,16.0
sangrur,10007027,25.0
satara,10007027,39.0
satna,10007027,71.0
shillong,10007027,78.0
sikar,10007027,72.0
siliguri,10007027,237.0
sirsa,10007027,77.0
sitapur,10007027,55.0
solan,10007027,84.0
solapur,10007027,71.0
sonipat,10007027,352.0
sri ganganagar,10007027,68.0
sundar nagar,10007027,19.0
surat,10007027,272.0
udaipur,10007027,206.0
ujjain,10007027,91.0
una,10007027,37.0
unnao,10007027,49.0
vadodara,10007027,468.0
vapi,10007027,69.0
varanasi,10007027,835.0
vrindavan,10007027,135.0
yamunanagar,10007027,117.0
zirakpur,10007027,532.0
agra,10007028,41.0
ahmedabad,10007028,179.0
ahmednagar,10007028,1.0
ajmer,10007028,20.0
akola,10007028,5.0
aligarh,10007028,8.0
alwar,10007028,14.0
ambala,10007028,8.0
amravati,10007028,10.0
amritsar,10007028,75.0
anand,10007028,7.0
ankleshwar,10007028,1.0
asansol,10007028,13.0
aurangabad,10007028,8.0
ayodhya,10007028,16.0
baddi,10007028,9.0
bahadurgarh,10007028,7.0
barabanki,10007028,9.0
bardhaman,10007028,12.0
bareilly,10007028,14.0
batala,10007028,6.0
bathinda,10007028,5.0
begusarai,10007028,6.0
bhagalpur,10007028,7.0
bharuch,10007028,8.0
bhavnagar,10007028,8.0
bhiwadi,10007028,8.0
bhopal,10007028,116.0
bhuj,10007028,2.0
bikaner,10007028,12.0
bokaro,10007028,6.0
chandigarh,10007028,145.0
chandrapur,10007028,5.0
darbhanga,10007028,11.0
dehradun,10007028,12.0
delhi,10007028,1559.0
deoghar,10007028,4.0
deoria,10007028,2.0
dewas,10007028,4.0
dhanbad,10007028,20.0
dharamshala,10007028,7.0
durg,10007028,20.0
durgapur,10007028,6.0
faridabad,10007028,202.0
farrukhabad,10007028,5.0
fatehpur,10007028,3.0
firozabad,10007028,6.0
firozpur,10007028,5.0
gandhidham,10007028,1.0
gaya,10007028,9.0
ghaziabad,10007028,261.9
goa,10007028,18.0
gonda,10007028,7.0
gorakhpur,10007028,10.0
gurgaon,10007028,487.0
guwahati,10007028,102.0
gwalior,10007028,26.0
haldwani,10007028,24.0
hapur,10007028,2.0
haridwar,10007028,3.0
hazaribagh,10007028,4.0
hisar,10007028,3.0
hoshiarpur,10007028,6.0
hyderabad,10007028,4.0
indore,10007028,107.0
jabalpur,10007028,26.0
jaipur,10007028,326.0
jalandhar,10007028,82.0
jalgaon,10007028,2.0
jammu,10007028,36.0
jamnagar,10007028,7.0
jamshedpur,10007028,38.0
jaunpur,10007028,3.0
jhansi,10007028,9.0
jind,10007028,5.0
jodhpur,10007028,23.0
junagadh,10007028,1.0
kaithal,10007028,3.0
kalol,10007028,1.0
kanpur,10007028,168.0
kapurthala,10007028,1.0
karnal,10007028,6.0
khanna,10007028,3.0
kharagpur,10007028,2.0
kharar,10007028,34.0
kolhapur,10007028,4.0
kolkata,10007028,2453.0
kota,10007028,18.0
kotdwar,10007028,5.0
kurukshetra,10007028,6.0
lakhimpur,10007028,10.0
lonavala,10007028,2.0
lucknow,10007028,388.0
ludhiana,10007028,66.0
mainpuri,10007028,2.0
mathura,10007028,6.0
meerut,10007028,34.0
mehsana,10007028,3.0
modinagar,10007028,6.0
moga,10007028,6.0
mohali,10007028,38.0
moradabad,10007028,17.0
morbi,10007028,1.0
mumbai,10007028,364.0
muzaffarnagar,10007028,8.0
muzaffarpur,10007028,10.0
nadiad,10007028,3.0
nagpur,10007028,72.0
nanded,10007028,6.0
narmadapuram,10007028,4.0
nashik,10007028,11.0
navsari,10007028,4.0
noida,10007028,611.0999999999999
palwal,10007028,6.0
panchkula,10007028,43.0
panipat,10007028,9.0
pathankot,10007028,8.0
patiala,10007028,23.0
patna,10007028,127.0
phagwara,10007028,2.0
prayagraj,10007028,18.0
pune,10007028,246.0
puri,10007028,3.0
purnia,10007028,5.0
raebareli,10007028,7.0
raipur,10007028,63.0
rajkot,10007028,20.0
rajpura,10007028,6.0
rampur,10007028,7.0
ranchi,10007028,43.0
ratlam,10007028,2.0
rewa,10007028,1.0
rewari,10007028,11.0
rishikesh,10007028,2.0
rohtak,10007028,11.0
rudrapur,10007028,14.0
saharanpur,10007028,5.0
sangli,10007028,2.0
sangrur,10007028,1.0
satara,10007028,1.0
satna,10007028,1.0
shillong,10007028,21.0
sikar,10007028,2.0
siliguri,10007028,38.0
sirsa,10007028,1.0
sitapur,10007028,2.0
solan,10007028,3.0
sonipat,10007028,21.0
sri ganganagar,10007028,2.0
sundar nagar,10007028,5.0
surat,10007028,35.0
udaipur,10007028,47.0
ujjain,10007028,6.0
una,10007028,4.0
unnao,10007028,3.0
vadodara,10007028,43.0
vapi,10007028,4.0
varanasi,10007028,20.0
vrindavan,10007028,16.0
yamunanagar,10007028,8.0
zirakpur,10007028,37.0
agra,10007377,146.0
ahmedabad,10007377,534.0
ahmednagar,10007377,6.0
ajmer,10007377,22.0
akola,10007377,7.0
aligarh,10007377,99.0
alwar,10007377,19.0
ambala,10007377,27.0
amravati,10007377,17.0
amritsar,10007377,104.0
anand,10007377,19.0
ankleshwar,10007377,6.0
asansol,10007377,197.0
aurangabad,10007377,25.0
ayodhya,10007377,33.0
baddi,10007377,15.0
bahadurgarh,10007377,32.0
ballari,10007377,11.0
barabanki,10007377,24.0
bardhaman,10007377,251.0
bareilly,10007377,113.0
batala,10007377,13.0
bathinda,10007377,41.0
begusarai,10007377,168.0
belgaum,10007377,17.0
bengaluru,10007377,3002.0
berhampur,10007377,58.0
bhagalpur,10007377,267.0
bharuch,10007377,18.0
bhavnagar,10007377,15.0
bhimavaram,10007377,1.0
bhiwadi,10007377,73.0
bhiwani,10007377,17.0
bhopal,10007377,293.0
bhubaneswar,10007377,507.0
bhuj,10007377,5.0
bidar,10007377,7.0
bijapur,10007377,12.0
bikaner,10007377,4.0
bokaro,10007377,218.0
chandigarh,10007377,292.0
chandrapur,10007377,7.0
chennai,10007377,349.0
coimbatore,10007377,22.0
cuttack,10007377,109.0
darbhanga,10007377,153.0
davanagere,10007377,15.0
dehradun,10007377,265.0
delhi,10007377,4451.0
deoghar,10007377,99.0
deoria,10007377,22.0
dewas,10007377,14.0
dhanbad,10007377,399.0
dharamshala,10007377,7.0
dharwad,10007377,14.0
durg,10007377,91.0
durgapur,10007377,187.0
eluru,10007377,7.0
erode,10007377,4.0
faridabad,10007377,533.0
farrukhabad,10007377,12.0
fatehpur,10007377,14.0
firozabad,10007377,11.0
