month,platform_revenue_mom_lag1,platform_revenue_log_lag1,city_count_mom_lag1,store_count_mom_lag1,revenue_per_store_lag1,revenue_per_city_lag1,category_size_mom_lag1,category_size_log_lag1,brand_category_share_lag1,brand_share_change_lag1
2025-10-01,0.015892396023606592,24.51898422264658,-0.0050000000000000044,0.05462445685909367,26197881.349852856,223669348.81105527,0.044845135806210745,20.31845568945471,21.72,0.39000000000000057
2025-11-01,0.21229799934477955,24.711501954114546,0.005025125628140614,0.04061212477928189,30520150.968099546,269798134.55799997,0.053299901608918177,20.370383688826998,22.08,0.35999999999999943
