tcpl_plant_code,item_id,forecasted_qty
1214.0,10073515,481.4887
1214.0,10106292,305.21167
1214.0,10110034,749.80554
1214.0,10113337,284.82364
1214.0,10140052,1469.9985
1214.0,10144355,47.808296
1214.0,10144356,49.728176
1214.0,10147745,3.8665948
1214.0,10156714,380.60635
1214.0,10156912,141.81157
1214.0,10159086,2748.1926
1214.0,10159513,278.7759
1214.0,10159658,308.68042
1214.0,10159659,669.60333
1214.0,10159797,560.56866
1214.0,10159798,677.10034
1214.0,10159799,210.16974
1214.0,10160080,305.69644
1214.0,10160081,191.74991
1214.0,10160085,64.31069
1214.0,10160329,8.412486
1214.0,10165592,6603.5493
1214.0,10179487,846.6921
1214.0,10179739,690.2535
1214.0,10185710,143.66298
1214.0,10185712,113.85841
1214.0,10192259,1523.7987
1214.0,10218950,816.8281
1214.0,10246467,585.3909
1214.0,10246630,42.434975
1214.0,10250406,57.322033
1225.0,10000197,135.5118
1225.0,10000295,848.4933
1225.0,10000296,19.875698
1225.0,10000867,853.7227
1225.0,10002072,2.4086065
1225.0,10002610,662.8525
1225.0,10004348,58.35859
1225.0,10004350,192.89244
1225.0,10004351,155.21324
1225.0,10004352,5.778497
1225.0,10004353,71.39238
1225.0,10005131,359.91196
1225.0,10005887,22.01903
1225.0,10005893,70.05899
1225.0,10006105,405.2016
1225.0,10006205,16.670961
1225.0,10006207,265.40182
1225.0,10006611,281.45975
1225.0,10007027,3363.3557
1225.0,10007028,311.16998
1225.0,10007377,707.8622
1225.0,10007924,56.118885
1225.0,10011132,38.5096
1225.0,10015807,1187.2875
1225.0,10015808,251.7307
1225.0,10037403,5.4125237
1225.0,10037406,425.3365
1225.0,10037407,195.43752
1225.0,10062514,32.451252
1225.0,10065362,76.32947
1225.0,10073508,9.160519
1225.0,10073514,68.24422
1225.0,10073515,13.40012
1225.0,10110034,147.7577
1225.0,10113337,5.7038484
1225.0,10140052,116.54466
1225.0,10156912,8.565449
1225.0,10159086,73.43382
1225.0,10159513,4.3837943
1225.0,10159658,6.617249
1225.0,10159659,4.1174755
1225.0,10159797,30.714281
1225.0,10159798,385.77493
1225.0,10159799,91.29526
1225.0,10160080,6.548681
1225.0,10160081,5.529504
1225.0,10160085,10.567648
1225.0,10165592,502.26724
1225.0,10179487,154.91034
1225.0,10179739,137.67888
1225.0,10185710,60.723736
1225.0,10185712,3.6246133
1225.0,10192259,10.075125
1225.0,10218950,4.6689534
1225.0,10246467,41.4774
1225.0,10246630,14.673229
1226.0,10000197,67.92421
1226.0,10000295,423.45325
1226.0,10000296,58.86693
1226.0,10000867,395.52582
1226.0,10002610,611.3883
1226.0,10004348,44.59111
1226.0,10004350,103.783775
1226.0,10004351,65.829834
1226.0,10004352,38.904285
1226.0,10005131,160.35538
1226.0,10005305,1.9575994
1226.0,10005887,8.815104
1226.0,10005893,76.928116
1226.0,10006105,119.10596
1226.0,10006205,11.967857
1226.0,10006207,174.50153
1226.0,10006611,108.752144
1226.0,10007027,419.72076
1226.0,10007028,132.26712
1226.0,10007377,445.14868
1226.0,10011132,11.433738
1226.0,10015803,9.121229
1226.0,10015807,261.08426
1226.0,10015808,31.89557
1226.0,10037403,37.419743
1226.0,10037406,182.1524
1226.0,10037407,98.891594
1226.0,10062514,19.293995
1226.0,10073514,162.81854
1226.0,10073515,42.608547
1226.0,10074853,4.084423
1226.0,10106292,1.7579367
1226.0,10110034,5.602601
1226.0,10113337,2.5633888
1226.0,10140052,52.435143
1226.0,10144355,6.1300836
1226.0,10159513,4.071263
1226.0,10159648,55.988487
1226.0,10159658,2.5007322
1226.0,10159659,71.37328
1226.0,10159798,48.07972
1226.0,10160080,1.7060724
1226.0,10160081,5.222768
1226.0,10165592,593.19275
1226.0,10179487,59.734444
1226.0,10179739,88.2719
1226.0,10246345,84.65764
1226.0,10246467,62.355537
1226.0,10249409,21.128529
1226.0,10249452,50.144836
1235.0,10000197,390.7235
1235.0,10000295,1901.3612
1235.0,10000296,132.63571
1235.0,10000867,1162.3452
1235.0,10002610,789.4076
1235.0,10004348,130.21478
1235.0,10004350,463.2378
1235.0,10004351,488.95874
1235.0,10004352,96.19493
1235.0,10004353,124.92028
1235.0,10005131,1013.55005
1235.0,10005305,96.72487
1235.0,10005887,45.888985
1235.0,10005893,279.25925
1235.0,10006105,896.0685
1235.0,10006205,88.84126
1235.0,10006207,332.36063
1235.0,10006611,282.84637
1235.0,10007027,2009.9418
1235.0,10007028,265.6953
1235.0,10007377,1378.2378
1235.0,10007924,765.82684
1235.0,10009040,27.240885
1235.0,10010157,16.04852
1235.0,10011053,4.552926
1235.0,10011100,4.577
1235.0,10011132,37.883408
1235.0,10015803,4.4867983
1235.0,10015807,627.894
1235.0,10015808,585.0691
1235.0,10037403,91.390236
1235.0,10037406,795.292
1235.0,10037407,875.2742
1235.0,10050190,10.730592
1235.0,10062514,35.421764
1235.0,10065362,89.96183
1235.0,10073508,44.598087
1235.0,10073511,12.271155
1235.0,10073514,640.4058
1235.0,10073515,102.216415
1235.0,10074853,6.4465723
1235.0,10075045,4.761212
1235.0,10075046,5.265276
1235.0,10106292,53.245102
1235.0,10110034,197.44014
1235.0,10113337,191.54033
1235.0,10140052,298.8409
1235.0,10144355,14.776143
1235.0,10144356,41.27434
1235.0,10145076,4.335927
1235.0,10156714,361.2444
1235.0,10156912,16.80214
1235.0,10159086,183.03993
1235.0,10159513,93.076294
1235.0,10159648,46.54703
1235.0,10159658,131.42255
1235.0,10159659,40.27606
1235.0,10159675,9.006637
1235.0,10159797,139.36966
1235.0,10159798,199.48949
1235.0,10159799,49.2783
1235.0,10160080,82.18601
1235.0,10160081,24.157778
1235.0,10160085,23.075356
1235.0,10160329,12.33072
1235.0,10165592,688.3288
1235.0,10179487,121.342
1235.0,10179739,393.08142
1235.0,10185710,67.314255
1235.0,10185712,41.506577
1235.0,10246345,185.90158
1235.0,10246467,184.19185
1235.0,10246630,40.595528
1235.0,10249409,145.23117
1235.0,10249452,29.06835
1241.0,10000197,15.633542
1241.0,10000295,290.92902
1241.0,10000296,58.01724
1241.0,10000867,147.55583
1241.0,10002610,39.47432
1241.0,10004348,36.746613
1241.0,10004350,71.16861
1241.0,10004351,63.31957
1241.0,10004352,33.75475
1241.0,10004353,10.730592
1241.0,10005131,74.42353
1241.0,10005305,33.542683
1241.0,10005887,18.291466
1241.0,10005893,157.4431
1241.0,10006105,282.84787
1241.0,10006205,33.218086
1241.0,10006207,74.281784
1241.0,10006611,66.11211
1241.0,10007027,167.81125
1241.0,10007028,52.3559
1241.0,10007377,286.9609
1241.0,10007703,16.186176
1241.0,10007924,564.3289
1241.0,10010157,17.204315
1241.0,10011132,11.81991
1241.0,10015805,75.54607
1241.0,10015807,256.73322
1241.0,10015808,125.551926
1241.0,10037403,59.42521
1241.0,10037406,154.75365
1241.0,10037407,153.33571
1241.0,10050190,10.730592
1241.0,10062514,20.405859
1241.0,10065362,7.7986774
1241.0,10073508,40.478634
1241.0,10073514,162.51108
1241.0,10073515,18.541685
1241.0,10074853,15.177168
1241.0,10075045,14.547467
1241.0,10075046,18.141565
1241.0,10075047,18.402895
1241.0,10106292,22.382473
1241.0,10108004,6.0676208
1241.0,10110034,54.51707
1241.0,10113337,15.341573
1241.0,10140052,15.566479
1241.0,10144355,2.566554
1241.0,10144356,15.616833
1241.0,10145076,7.3222847
1241.0,10145077,10.613916
1241.0,10156714,17.438044
1241.0,10159086,24.321505
1241.0,10159513,43.68212
1241.0,10159648,1.9477645
1241.0,10159658,19.86037
1241.0,10159659,20.198887
1241.0,10159675,1.763555
1241.0,10159797,49.297512
1241.0,10159798,50.92357
1241.0,10160080,47.512737
1241.0,10160081,21.464684
1241.0,10160085,2.6101854
1241.0,10165592,332.66693
1241.0,10179487,12.259747
1241.0,10179739,48.52253
1241.0,10185710,28.93025
1241.0,10185712,6.0155163
1241.0,10246345,20.6861
1241.0,10246467,39.983986
1241.0,10246630,13.498516
1241.0,10249409,16.42241
1241.0,10249452,14.455229
1241.0,10250406,1.7129531
1253.0,10000197,229.74446
1253.0,10000295,1351.2224
1253.0,10000296,177.25317
1253.0,10000867,846.909
1253.0,10002610,746.9753
1253.0,10004348,108.943306
1253.0,10004350,151.40636
1253.0,10004351,240.42854
1253.0,10004352,140.60355
1253.0,10004353,49.19751
1253.0,10005131,474.95587
1253.0,10005305,100.04974
1253.0,10005887,69.12136
1253.0,10005893,249.88792
1253.0,10006105,579.6092
1253.0,10006205,96.800285
1253.0,10006207,372.6423
1253.0,10006611,225.23692
1253.0,10007027,3224.4849
1253.0,10007028,413.13214
1253.0,10007377,1067.0786
1253.0,10007924,31.638237
1253.0,10010626,1.5158769
1253.0,10011132,83.738945
1253.0,10015803,74.535934
1253.0,10015807,771.7101
1253.0,10015808,287.80276
1253.0,10037403,135.76906
1253.0,10037406,632.634
1253.0,10037407,357.58337
1253.0,10065362,16.882175
1253.0,10073508,62.00744
1253.0,10073511,1.7431451
1253.0,10073514,379.21573
1253.0,10073515,131.52646
1253.0,10074853,100.82708
1253.0,10106292,76.96556
1253.0,10110034,229.45514
1253.0,10113337,130.1886
1253.0,10140052,169.6776
1253.0,10144355,4.552926
1253.0,10144356,5.138547
1253.0,10156714,299.17935
1253.0,10159086,274.42834
1253.0,10159513,122.79886
1253.0,10159648,5.3227587
1253.0,10159658,211.09302
1253.0,10159659,5.138547
1253.0,10159797,203.89066
1253.0,10159798,407.12827
1253.0,10159799,95.902405
1253.0,10160080,100.67247
1253.0,10160081,37.380875
1253.0,10160082,1.763555
1253.0,10160085,29.687714
1253.0,10160329,10.479554
1253.0,10165592,345.02982
1253.0,10179487,322.94263
1253.0,10179739,228.91896
1253.0,10185710,83.69146
1253.0,10185712,57.0145
1253.0,10246345,279.018
1253.0,10246467,299.5877
1253.0,10246630,44.957924
1253.0,10249409,3.5114365
1253.0,10249452,1.9379007
1265.0,10000197,62.837242
1265.0,10000295,2269.1338
1265.0,10000296,89.95231
1265.0,10000867,1277.8842
1265.0,10002610,252.1377
1265.0,10004348,39.089897
1265.0,10004350,65.88283
1265.0,10004351,65.96733
1265.0,10004352,35.425842
1265.0,10004353,41.898144
1265.0,10005131,403.03058
1265.0,10005305,47.65298
1265.0,10005887,15.366688
1265.0,10005893,52.509407
1265.0,10006105,766.854
1265.0,10006205,93.164566
1265.0,10006207,333.56482
1265.0,10006611,204.02219
1265.0,10007027,2117.0488
1265.0,10007028,100.3509
1265.0,10007377,2482.582
1265.0,10007924,536.5276
1265.0,10009040,13.39507
1265.0,10011132,10.183002
1265.0,10015807,512.77734
1265.0,10015808,81.06204
1265.0,10037403,38.19593
1265.0,10037406,265.70245
1265.0,10037407,113.53311
1265.0,10062514,10.630011
1265.0,10065362,30.42364
1265.0,10073508,14.024483
1265.0,10073514,677.1044
1265.0,10073515,144.63417
1265.0,10074853,30.658054
1265.0,10106292,23.290228
1265.0,10110034,71.44408
1265.0,10110491,24.867077
1265.0,10113337,37.799545
1265.0,10140052,69.3141
1265.0,10144356,6.4881225
1265.0,10156714,93.62067
1265.0,10156912,34.46203
1265.0,10159086,6.495709
1265.0,10159513,24.14067
1265.0,10159658,37.752728
1265.0,10159797,100.96133
1265.0,10159798,92.12441
1265.0,10159799,38.572903
1265.0,10160080,62.235878
1265.0,10160081,8.988044
1265.0,10160085,3.5677357
1265.0,10165592,751.50146
1265.0,10179487,26.930214
1265.0,10179739,81.2292
1265.0,10185710,2.5029192
1265.0,10185712,11.96238
1265.0,10246467,30.345093
1265.0,10246630,1.5261471
1296.0,10000197,53.40721
1296.0,10000295,199.58173
1296.0,10000296,97.4678
1296.0,10000867,456.90228
1296.0,10004348,52.445297
1296.0,10004350,80.042336
1296.0,10004351,72.74436
1296.0,10004353,44.17368
1296.0,10005887,33.23226
1296.0,10005893,70.58689
1296.0,10006105,283.52252
1296.0,10006205,25.852264
1296.0,10006207,49.55669
1296.0,10006611,76.210976
1296.0,10007377,207.76964
1296.0,10007703,398.04272
1296.0,10009040,42.872265
1296.0,10010157,122.485535
1296.0,10011053,11.599161
1296.0,10011100,153.4385
1296.0,10011132,40.93309
1296.0,10015803,51.94172
1296.0,10015807,156.17842
1296.0,10015808,63.479652
1296.0,10037403,46.493652
1296.0,10037406,303.31012
1296.0,10037407,187.38083
1296.0,10050190,3.7479992
1296.0,10062514,36.974556
1296.0,10065362,48.302944
1296.0,10073508,18.139847
1296.0,10073514,239.84541
1296.0,10073515,43.67612
1296.0,10074853,3.7479992
1296.0,10075045,182.21318
1296.0,10075046,112.91312
1296.0,10075047,2.666663
1296.0,10106292,9.714148
1296.0,10110034,16.192844
1296.0,10113337,20.085413
1296.0,10135678,0.0
1296.0,10140052,57.663998
1296.0,10144356,17.281464
1296.0,10145076,49.47714
1296.0,10156714,12.069016
1296.0,10156912,10.950244
1296.0,10159513,42.837444
1296.0,10159648,50.8785
1296.0,10159658,53.93426
1296.0,10159659,67.617966
1296.0,10159797,41.512802
1296.0,10159798,47.452354
1296.0,10159799,30.865757
1296.0,10160080,52.457703
1296.0,10160081,9.811377
1296.0,10160085,6.4971595
1296.0,10179739,91.62062
1296.0,10185710,58.761406
1296.0,10185712,10.386045
1296.0,10246345,12.147538
1296.0,10246467,111.43419
1296.0,10246630,15.689955
1296.0,10249409,10.64762
1296.0,10249452,29.90429
1430.0,10000197,497.9013
1430.0,10000295,11513.133
1430.0,10000296,825.2562
1430.0,10000867,6007.3613
1430.0,10002610,2213.5012
1430.0,10004348,259.5166
1430.0,10004350,253.32962
1430.0,10004351,580.23206
1430.0,10004352,84.330124
1430.0,10004353,86.90532
1430.0,10005131,4710.5337
1430.0,10005305,704.66266
1430.0,10005887,157.8081
1430.0,10005893,1169.1025
1430.0,10006105,11502.017
1430.0,10006205,596.7165
1430.0,10006207,2339.5789
1430.0,10006611,633.1462
1430.0,10007027,7226.2617
1430.0,10007028,2600.3496
1430.0,10007377,10737.813
1430.0,10007924,8599.267
1430.0,10009040,40.893044
1430.0,10011132,106.24562
1430.0,10015807,3022.06
1430.0,10015808,788.31165
1430.0,10037403,146.05032
1430.0,10037406,5446.4893
1430.0,10037407,2075.3516
1430.0,10062514,143.77754
1430.0,10065362,484.9983
1430.0,10073508,278.3348
1430.0,10073514,3891.9517
1430.0,10073515,655.72363
1430.0,10074853,93.95638
1430.0,10106292,132.13612
1430.0,10110034,508.35458
1430.0,10110491,182.94154
1430.0,10113337,314.88608
1430.0,10140052,558.5645
1430.0,10144356,96.852844
1430.0,10147745,0.7394973
1430.0,10156714,835.9279
1430.0,10156912,78.08063
1430.0,10159513,65.41008
1430.0,10159658,324.18762
1430.0,10159797,281.89856
1430.0,10159798,411.97955
1430.0,10159799,151.75836
1430.0,10160080,306.65207
1430.0,10160081,112.73076
1430.0,10160085,55.537045
1430.0,10165592,4138.479
1430.0,10179487,291.6939
1430.0,10179739,394.034
1430.0,10185710,40.897213
1430.0,10185712,174.6166
1430.0,10246467,1373.4824
1430.0,10246630,66.14288
1430.0,10250406,65.33346
1437.0,10000197,29.253178
1437.0,10000295,194.15564
1437.0,10000296,50.14718
1437.0,10004348,48.857452
1437.0,10004350,43.251255
1437.0,10004351,44.385956
1437.0,10004353,21.664413
1437.0,10005887,21.357775
1437.0,10005893,197.93736
1437.0,10006105,353.30295
1437.0,10006207,77.66456
1437.0,10006611,39.9151
1437.0,10007377,241.72862
1437.0,10007703,132.01947
1437.0,10011100,70.37316
1437.0,10011132,5.1808186
1437.0,10015805,882.0515
1437.0,10015807,331.42862
1437.0,10015808,115.060905
1437.0,10037403,47.418694
1437.0,10037406,150.06943
1437.0,10037407,107.74552
1437.0,10050190,51.481056
1437.0,10073508,3.6927915
1437.0,10073514,243.42406
1437.0,10073515,34.043827
1437.0,10074853,2.5627217
1437.0,10075045,128.11647
1437.0,10075046,119.51568
1437.0,10110034,41.16339
1437.0,10113337,13.57012
1437.0,10135678,0.0
1437.0,10140052,28.681744
1437.0,10145076,8.888853
1437.0,10145077,10.422361
1437.0,10156714,134.82167
1437.0,10156912,22.046299
1437.0,10159513,51.154484
1437.0,10159648,125.94952
1437.0,10159658,6.8265266
1437.0,10159659,90.97182
1437.0,10159797,28.20242
1437.0,10159798,40.3625
1437.0,10159799,17.274515
1437.0,10160080,10.338993
1437.0,10160081,8.675388
1437.0,10160085,7.2023134
1437.0,10165592,189.52504
1437.0,10179739,42.371418
1437.0,10185710,56.13945
1437.0,10185712,18.114157
1437.0,10246467,57.715668
1437.0,10246630,6.901904
1437.0,10249409,19.658098
1437.0,10249452,2.5103197
1438.0,10000197,368.64075
