city_norm,item_id,oct_actual_sales
gaya,10005887,1.0
ghaziabad,10005887,13.5
goa,10005887,2.0
gorakhpur,10005887,4.0
guntur,10005887,8.0
gurgaon,10005887,25.0
guwahati,10005887,1.0
haldwani,10005887,1.0
hazaribagh,10005887,1.0
hoshiarpur,10005887,1.0
hosur,10005887,1.0
hyderabad,10005887,85.0
indore,10005887,5.0
jabalpur,10005887,1.0
jaipur,10005887,20.0
jalandhar,10005887,7.0
jalgaon,10005887,1.0
jamnagar,10005887,1.0
jamshedpur,10005887,4.0
junagadh,10005887,1.0
kakinada,10005887,1.0
kanpur,10005887,8.0
karnal,10005887,1.0
kharagpur,10005887,1.0
kharar,10005887,3.0
kochi,10005887,3.0
kolhapur,10005887,1.0
kolkata,10005887,132.0
kota,10005887,1.0
kurnool,10005887,1.0
lucknow,10005887,29.0
ludhiana,10005887,5.0
mangaluru,10005887,1.0
mathura,10005887,1.0
meerut,10005887,1.0
modinagar,10005887,1.0
mohali,10005887,3.0
moradabad,10005887,1.0
mumbai,10005887,97.0
muzaffarnagar,10005887,1.0
muzaffarpur,10005887,15.0
mysore,10005887,2.0
nagpur,10005887,6.0
nanded,10005887,1.0
nellore,10005887,1.0
noida,10005887,31.499999999999996
ongole,10005887,1.0
panchkula,10005887,4.0
panipat,10005887,3.0
patiala,10005887,1.0
patna,10005887,42.0
prayagraj,10005887,5.0
pune,10005887,22.0
puri,10005887,1.0
rajahmundry,10005887,1.0
rampur,10005887,2.0
ranchi,10005887,3.0
rewa,10005887,1.0
rewari,10005887,2.0
rishikesh,10005887,1.0
rohtak,10005887,1.0
salem,10005887,1.0
shillong,10005887,1.0
siliguri,10005887,2.0
solapur,10005887,1.0
sonipat,10005887,1.0
surat,10005887,5.0
thrissur,10005887,1.0
tirupati,10005887,3.0
tumkur,10005887,1.0
udaipur,10005887,2.0
vadodara,10005887,8.0
vapi,10005887,1.0
varanasi,10005887,4.0
vijayawada,10005887,12.0
vizag,10005887,6.0
vizianagaram,10005887,1.0
warangal,10005887,2.0
yamunanagar,10005887,1.0
zirakpur,10005887,2.0
agra,10005893,29.0
ahmedabad,10005893,120.0
ahmednagar,10005893,1.0
ajmer,10005893,8.0
akola,10005893,2.0
aligarh,10005893,30.0
alwar,10005893,9.0
ambala,10005893,11.0
amravati,10005893,5.0
amritsar,10005893,174.0
anand,10005893,2.0
ankleshwar,10005893,2.0
asansol,10005893,7.0
aurangabad,10005893,4.0
ayodhya,10005893,3.0
baddi,10005893,1.0
bahadurgarh,10005893,4.0
ballari,10005893,3.0
barabanki,10005893,2.0
bardhaman,10005893,24.0
bareilly,10005893,21.0
batala,10005893,13.0
bathinda,10005893,3.0
begusarai,10005893,4.0
belgaum,10005893,6.0
bengaluru,10005893,808.0
berhampur,10005893,5.0
bhagalpur,10005893,3.0
bharuch,10005893,3.0
bhavnagar,10005893,6.0
bhimavaram,10005893,2.0
bhiwadi,10005893,11.0
bhiwani,10005893,1.0
bhopal,10005893,61.0
bhubaneswar,10005893,53.0
bhuj,10005893,4.0
bidar,10005893,1.0
bijapur,10005893,2.0
bikaner,10005893,9.0
bilaspur,10005893,2.0
bokaro,10005893,5.0
chandigarh,10005893,150.0
chandrapur,10005893,2.0
chennai,10005893,261.0
coimbatore,10005893,34.0
cuttack,10005893,6.0
darbhanga,10005893,1.0
davanagere,10005893,2.0
dehradun,10005893,82.0
delhi,10005893,1506.0
deoghar,10005893,2.0
dhanbad,10005893,5.0
dharamshala,10005893,5.0
dharwad,10005893,4.0
durg,10005893,8.0
durgapur,10005893,3.0
eluru,10005893,2.0
faridabad,10005893,95.0
farrukhabad,10005893,1.0
fatehpur,10005893,1.0
firozpur,10005893,4.0
gandhidham,10005893,5.0
gaya,10005893,2.0
ghaziabad,10005893,151.2
goa,10005893,253.0
gonda,10005893,1.0
gorakhpur,10005893,11.0
gulbarga,10005893,6.0
guntur,10005893,7.0
gurgaon,10005893,620.0
guwahati,10005893,111.0
gwalior,10005893,8.0
haldwani,10005893,10.0
hamirpur,10005893,2.0
hapur,10005893,1.0
hardoi,10005893,1.0
haridwar,10005893,14.0
hassan,10005893,1.0
hazaribagh,10005893,1.0
hisar,10005893,4.0
hoshiarpur,10005893,11.0
hosur,10005893,2.0
hubli,10005893,7.0
hyderabad,10005893,477.0
jabalpur,10005893,13.0
jaipur,10005893,173.0
jalandhar,10005893,105.0
jalgaon,10005893,3.0
jammu,10005893,76.0
jamnagar,10005893,3.0
jamshedpur,10005893,14.0
jhansi,10005893,1.0
jind,10005893,3.0
jodhpur,10005893,21.0
junagadh,10005893,1.0
kaithal,10005893,2.0
kakinada,10005893,4.0
kanpur,10005893,152.0
kapurthala,10005893,6.0
karnal,10005893,20.0
kashipur,10005893,2.0
khanna,10005893,4.0
kharagpur,10005893,16.0
kharar,10005893,29.0
kochi,10005893,147.0
kolhapur,10005893,4.0
kolkata,10005893,1416.0
kota,10005893,17.0
kotdwar,10005893,2.0
kottayam,10005893,12.0
kozhikode,10005893,24.0
kurnool,10005893,2.0
kurukshetra,10005893,3.0
lakhimpur,10005893,1.0
latur,10005893,1.0
lonavala,10005893,6.0
lucknow,10005893,210.0
ludhiana,10005893,144.0
madurai,10005893,1.0
mainpuri,10005893,3.0
manali,10005893,1.0
mangaluru,10005893,16.0
manipal,10005893,15.0
mathura,10005893,5.0
meerut,10005893,23.0
mehsana,10005893,2.0
modinagar,10005893,2.0
moga,10005893,1.0
mohali,10005893,99.0
moradabad,10005893,13.0
mumbai,10005893,784.0
muzaffarnagar,10005893,2.0
muzaffarpur,10005893,6.0
mysore,10005893,23.0
nadiad,10005893,1.0
nagpur,10005893,51.0
nanded,10005893,5.0
narmadapuram,10005893,1.0
nashik,10005893,14.0
navsari,10005893,1.0
nizamabad,10005893,1.0
noida,10005893,352.79999999999995
panchkula,10005893,54.0
panipat,10005893,13.0
pathankot,10005893,5.0
patiala,10005893,32.0
patna,10005893,35.0
phagwara,10005893,15.0
prayagraj,10005893,30.0
puducherry,10005893,6.0
pune,10005893,337.0
puri,10005893,8.0
purnia,10005893,2.0
raebareli,10005893,2.0
raipur,10005893,39.0
rajahmundry,10005893,7.0
rajkot,10005893,12.0
rajpura,10005893,4.0
rampur,10005893,6.0
ranchi,10005893,18.0
rewa,10005893,2.0
rewari,10005893,2.0
rishikesh,10005893,5.0
rohtak,10005893,11.0
roorkee,10005893,24.0
rudrapur,10005893,7.0
saharanpur,10005893,6.0
salem,10005893,3.0
sangli,10005893,1.0
sangrur,10005893,3.0
satara,10005893,3.0
satna,10005893,1.0
shillong,10005893,58.0
shimoga,10005893,1.0
sikar,10005893,1.0
siliguri,10005893,18.0
sirsa,10005893,2.0
sitapur,10005893,1.0
solan,10005893,10.0
solapur,10005893,3.0
sonipat,10005893,24.0
sri ganganagar,10005893,1.0
sundar nagar,10005893,1.0
surat,10005893,22.0
thrissur,10005893,3.0
tiruchirappalli,10005893,4.0
tirupati,10005893,19.0
trivandrum,10005893,35.0
tumkur,10005893,4.0
udaipur,10005893,11.0
udupi,10005893,5.0
una,10005893,1.0
unnao,10005893,4.0
vadodara,10005893,53.0
vapi,10005893,4.0
varanasi,10005893,34.0
vellore,10005893,8.0
vijayawada,10005893,26.0
vizag,10005893,50.0
vizianagaram,10005893,3.0
vrindavan,10005893,7.0
warangal,10005893,3.0
yamunanagar,10005893,10.0
zirakpur,10005893,47.0
agra,10006105,86.0
ahmedabad,10006105,291.0
ahmednagar,10006105,1.0
ajmer,10006105,21.0
akola,10006105,5.0
aligarh,10006105,51.0
alwar,10006105,24.0
ambala,10006105,22.0
amravati,10006105,3.0
amritsar,10006105,113.0
anand,10006105,23.0
ankleshwar,10006105,9.0
asansol,10006105,166.0
aurangabad,10006105,19.0
ayodhya,10006105,17.0
baddi,10006105,16.0
bahadurgarh,10006105,13.0
ballari,10006105,11.0
barabanki,10006105,10.0
bardhaman,10006105,291.0
bareilly,10006105,35.0
batala,10006105,15.0
bathinda,10006105,28.0
begusarai,10006105,60.0
belgaum,10006105,12.0
bengaluru,10006105,3295.0
berhampur,10006105,36.0
bhagalpur,10006105,146.0
bharuch,10006105,13.0
bhavnagar,10006105,10.0
bhimavaram,10006105,7.0
bhiwadi,10006105,50.0
bhiwani,10006105,7.0
bhopal,10006105,303.0
bhubaneswar,10006105,316.0
bhuj,10006105,6.0
bidar,10006105,26.0
bijapur,10006105,11.0
bijnor,10006105,4.0
bikaner,10006105,13.0
bilaspur,10006105,1.0
bokaro,10006105,102.0
chandigarh,10006105,220.0
chandrapur,10006105,4.0
chennai,10006105,748.0
coimbatore,10006105,78.0
cuttack,10006105,63.0
darbhanga,10006105,58.0
davanagere,10006105,15.0
dehradun,10006105,158.0
delhi,10006105,2096.0
deoghar,10006105,60.0
deoria,10006105,4.0
dewas,10006105,5.0
dhanbad,10006105,177.0
dharamshala,10006105,3.0
dharwad,10006105,22.0
durg,10006105,10.0
durgapur,10006105,186.0
eluru,10006105,19.0
erode,10006105,2.0
faridabad,10006105,251.0
farrukhabad,10006105,8.0
fatehpur,10006105,3.0
firozabad,10006105,6.0
firozpur,10006105,12.0
gandhidham,10006105,11.0
gaya,10006105,100.0
ghaziabad,10006105,442.2
goa,10006105,190.0
gonda,10006105,3.0
gorakhpur,10006105,31.0
gulbarga,10006105,59.0
guntur,10006105,17.0
gurgaon,10006105,882.0
guwahati,10006105,423.0
gwalior,10006105,64.0
haldwani,10006105,17.0
hamirpur,10006105,4.0
hapur,10006105,5.0
haridwar,10006105,49.0
hassan,10006105,19.0
hazaribagh,10006105,49.0
hisar,10006105,15.0
hoshiarpur,10006105,12.0
hosur,10006105,17.0
hubli,10006105,23.0
hyderabad,10006105,1541.0
indore,10006105,250.0
jabalpur,10006105,64.0
jaipur,10006105,265.0
jalandhar,10006105,106.0
jalgaon,10006105,3.0
jammu,10006105,86.0
jamnagar,10006105,21.0
jamshedpur,10006105,486.0
jaunpur,10006105,1.0
jhansi,10006105,26.0
jind,10006105,4.0
jodhpur,10006105,44.0
junagadh,10006105,2.0
kaithal,10006105,3.0
kakinada,10006105,24.0
kalol,10006105,6.0
kanpur,10006105,128.0
kapurthala,10006105,15.0
karnal,10006105,20.0
kashipur,10006105,6.0
kharagpur,10006105,182.0
kharar,10006105,92.0
kochi,10006105,196.0
kolhapur,10006105,14.0
kolkata,10006105,13118.0
kota,10006105,62.0
kotdwar,10006105,4.0
kottayam,10006105,12.0
kozhikode,10006105,26.0
kurnool,10006105,14.0
kurukshetra,10006105,4.0
lakhimpur,10006105,5.0
latur,10006105,5.0
lonavala,10006105,13.0
lucknow,10006105,339.0
ludhiana,10006105,149.0
madurai,10006105,7.0
mainpuri,10006105,4.0
manali,10006105,1.0
mangaluru,10006105,21.0
manipal,10006105,32.0
mathura,10006105,17.0
meerut,10006105,88.0
mehsana,10006105,7.0
modinagar,10006105,9.0
moga,10006105,12.0
mohali,10006105,105.0
moradabad,10006105,30.0
mumbai,10006105,1380.0
muradnagar,10006105,1.0
muzaffarnagar,10006105,10.0
muzaffarpur,10006105,220.0
mysore,10006105,69.0
nadiad,10006105,2.0
nagpur,10006105,25.0
nanded,10006105,5.0
narmadapuram,10006105,5.0
nashik,10006105,28.0
navsari,10006105,19.0
nellore,10006105,18.0
nizamabad,10006105,12.0
noida,10006105,1031.8
ongole,10006105,9.0
palwal,10006105,4.0
panchkula,10006105,79.0
panipat,10006105,25.0
pathankot,10006105,11.0
patiala,10006105,58.0
patna,10006105,1268.0
phagwara,10006105,32.0
prayagraj,10006105,25.0
puducherry,10006105,9.0
pune,10006105,910.0
puri,10006105,37.0
purnia,10006105,87.0
raebareli,10006105,7.0
raipur,10006105,25.0
rajahmundry,10006105,26.0
rajkot,10006105,24.0
rajpura,10006105,2.0
rampur,10006105,14.0
ranchi,10006105,518.0
ratlam,10006105,10.0
rewa,10006105,1.0
rewari,10006105,7.0
rishikesh,10006105,25.0
rohtak,10006105,27.0
roorkee,10006105,25.0
rudrapur,10006105,22.0
saharanpur,10006105,15.0
salem,10006105,8.0
sangli,10006105,6.0
sangrur,10006105,10.0
satara,10006105,11.0
satna,10006105,1.0
shillong,10006105,42.0
shimoga,10006105,6.0
sikar,10006105,5.0
siliguri,10006105,196.0
sirsa,10006105,8.0
sitapur,10006105,8.0
solan,10006105,23.0
solapur,10006105,20.0
sonipat,10006105,87.0
sri ganganagar,10006105,4.0
sundar nagar,10006105,6.0
surat,10006105,60.0
thrissur,10006105,18.0
tiruchirappalli,10006105,6.0
tirupati,10006105,11.0
trivandrum,10006105,37.0
tumkur,10006105,12.0
udaipur,10006105,20.0
udupi,10006105,11.0
ujjain,10006105,6.0
una,10006105,3.0
unnao,10006105,5.0
vadodara,10006105,121.0
vapi,10006105,10.0
varanasi,10006105,30.0
vellore,10006105,20.0
vijayawada,10006105,77.0
vizag,10006105,185.0
vizianagaram,10006105,16.0
vrindavan,10006105,15.0
warangal,10006105,10.0
yamunanagar,10006105,13.0
zirakpur,10006105,117.0
agra,10006205,97.0
ahmedabad,10006205,56.0
ahmednagar,10006205,3.0
ajmer,10006205,12.0
aligarh,10006205,57.0
alwar,10006205,14.0
ambala,10006205,35.0
amravati,10006205,1.0
amritsar,10006205,52.0
anand,10006205,3.0
asansol,10006205,6.0
ayodhya,10006205,74.0
baddi,10006205,4.0
bahadurgarh,10006205,52.0
ballari,10006205,2.0
barabanki,10006205,27.0
bardhaman,10006205,3.0
bareilly,10006205,22.0
batala,10006205,33.0
bathinda,10006205,10.0
begusarai,10006205,12.0
belgaum,10006205,3.0
bengaluru,10006205,294.0
berhampur,10006205,17.0
bhagalpur,10006205,17.0
bhavnagar,10006205,8.0
bhiwadi,10006205,50.0
bhiwani,10006205,14.0
bhopal,10006205,5.0
bhubaneswar,10006205,109.0
bhuj,10006205,1.0
bidar,10006205,5.0
bihar sharif,10006205,1.0
bijapur,10006205,6.0
bijnor,10006205,17.0
bikaner,10006205,3.0
bokaro,10006205,7.0
chandigarh,10006205,58.0
chennai,10006205,5.0
coimbatore,10006205,1.0
cuttack,10006205,25.0
darbhanga,10006205,13.0
davanagere,10006205,1.0
dehradun,10006205,204.0
delhi,10006205,3083.0
deoghar,10006205,7.0
deoria,10006205,27.0
dhanbad,10006205,20.0
dharamshala,10006205,1.0
dharwad,10006205,1.0
durgapur,10006205,4.0
faridabad,10006205,511.0
farrukhabad,10006205,17.0
fatehpur,10006205,41.0
firozabad,10006205,23.0
firozpur,10006205,3.0
gandhidham,10006205,1.0
gaya,10006205,16.0
ghaziabad,10006205,492.29999999999995
goa,10006205,12.0
gonda,10006205,38.0
gorakhpur,10006205,194.0
gulbarga,10006205,6.0
guntur,10006205,1.0
gurgaon,10006205,832.0
guwahati,10006205,51.0
gwalior,10006205,16.0
haldwani,10006205,46.0
hapur,10006205,26.0
hardoi,10006205,16.0
haridwar,10006205,106.0
hassan,10006205,1.0
hazaribagh,10006205,3.0
hisar,10006205,23.0
hoshiarpur,10006205,12.0
hosur,10006205,2.0
hubli,10006205,3.0
hyderabad,10006205,107.0
jabalpur,10006205,20.0
jaipur,10006205,89.0
jalandhar,10006205,30.0
jammu,10006205,26.0
jamnagar,10006205,3.0
jamshedpur,10006205,65.0
jaunpur,10006205,40.0
jhansi,10006205,8.0
jind,10006205,21.0
jodhpur,10006205,7.0
kaithal,10006205,32.0
kakinada,10006205,1.0
kanpur,10006205,349.0
kapurthala,10006205,17.0
karnal,10006205,51.0
kashipur,10006205,22.0
khanna,10006205,14.0
kharagpur,10006205,3.0
kharar,10006205,22.0
kolhapur,10006205,2.0
kolkata,10006205,641.0
kota,10006205,9.0
kotdwar,10006205,25.0
kurnool,10006205,1.0
kurukshetra,10006205,14.0
lakhimpur,10006205,15.0
latur,10006205,2.0
lonavala,10006205,1.0
lucknow,10006205,502.0
ludhiana,10006205,42.0
mainpuri,10006205,29.0
manali,10006205,1.0
manipal,10006205,3.0
mathura,10006205,25.0
meerut,10006205,113.0
mehsana,10006205,1.0
modinagar,10006205,27.0
moga,10006205,4.0
mohali,10006205,17.0
moradabad,10006205,54.0
mumbai,10006205,331.0
muradnagar,10006205,16.0
muzaffarnagar,10006205,49.0
muzaffarpur,10006205,23.0
mysore,10006205,7.0
nagpur,10006205,3.0
nashik,10006205,3.0
navsari,10006205,1.0
nizamabad,10006205,1.0
noida,10006205,1148.6999999999998
palwal,10006205,49.0
panchkula,10006205,14.0
panipat,10006205,83.0
pathankot,10006205,20.0
patiala,10006205,13.0
patna,10006205,124.0
phagwara,10006205,9.0
prayagraj,10006205,258.0
pune,10006205,108.0
puri,10006205,21.0
purnia,10006205,18.0
raebareli,10006205,28.0
rajahmundry,10006205,3.0
rajkot,10006205,10.0
rampur,10006205,10.0
ranchi,10006205,51.0
rewa,10006205,1.0
rewari,10006205,36.0
rishikesh,10006205,52.0
rohtak,10006205,98.0
roorkee,10006205,45.0
rudrapur,10006205,49.0
saharanpur,10006205,73.0
salem,10006205,1.0
sangrur,10006205,1.0
satna,10006205,7.0
shillong,10006205,13.0
shimoga,10006205,3.0
sikar,10006205,3.0
siliguri,10006205,8.0
sirsa,10006205,19.0
sitapur,10006205,28.0
solan,10006205,10.0
solapur,10006205,2.0
sonipat,10006205,122.0
sri ganganagar,10006205,3.0
sundar nagar,10006205,7.0
surat,10006205,1.0
tiruchirappalli,10006205,1.0
udaipur,10006205,8.0
udupi,10006205,1.0
unnao,10006205,8.0
vadodara,10006205,9.0
varanasi,10006205,294.0
vijayawada,10006205,2.0
vizag,10006205,5.0
vizianagaram,10006205,2.0
vrindavan,10006205,16.0
warangal,10006205,1.0
yamunanagar,10006205,81.0
zirakpur,10006205,36.0
agra,10006207,262.0
ahmedabad,10006207,269.0
ahmednagar,10006207,1.0
ajmer,10006207,81.0
akola,10006207,1.0
aligarh,10006207,104.0
alwar,10006207,68.0
ambala,10006207,41.0
amravati,10006207,4.0
amritsar,10006207,333.0
anand,10006207,7.0
ankleshwar,10006207,3.0
asansol,10006207,31.0
aurangabad,10006207,5.0
ayodhya,10006207,43.0
baddi,10006207,5.0
bahadurgarh,10006207,21.0
ballari,10006207,6.0
barabanki,10006207,51.0
bardhaman,10006207,23.0
bareilly,10006207,114.0
batala,10006207,28.0
bathinda,10006207,38.0
begusarai,10006207,54.0
belgaum,10006207,3.0
bengaluru,10006207,1081.0
berhampur,10006207,12.0
bhagalpur,10006207,87.0
bharuch,10006207,4.0
bhavnagar,10006207,9.0
bhiwadi,10006207,45.0
bhiwani,10006207,15.0
bhopal,10006207,125.0
bhubaneswar,10006207,55.0
bhuj,10006207,2.0
bidar,10006207,4.0
bihar sharif,10006207,1.0
bijapur,10006207,6.0
bijnor,10006207,6.0
bikaner,10006207,55.0
bilaspur,10006207,25.0
bokaro,10006207,36.0
chandigarh,10006207,394.0
chandrapur,10006207,6.0
chennai,10006207,137.0
coimbatore,10006207,16.0
cuttack,10006207,11.0
darbhanga,10006207,44.0
davanagere,10006207,23.0
dehradun,10006207,265.0
delhi,10006207,6276.0
deoghar,10006207,28.0
deoria,10006207,22.0
dewas,10006207,1.0
dhanbad,10006207,68.0
dharamshala,10006207,2.0
dharwad,10006207,8.0
durg,10006207,25.0
durgapur,10006207,25.0
eluru,10006207,3.0
erode,10006207,1.0
faridabad,10006207,759.0
farrukhabad,10006207,25.0
fatehpur,10006207,16.0
firozabad,10006207,27.0
firozpur,10006207,26.0
gandhidham,10006207,16.0
gaya,10006207,71.0
ghaziabad,10006207,1021.5
goa,10006207,51.0
gonda,10006207,24.0
gorakhpur,10006207,218.0
gulbarga,10006207,7.0
guntur,10006207,4.0
gurgaon,10006207,2020.0
guwahati,10006207,74.0
gwalior,10006207,17.0
haldwani,10006207,67.0
hamirpur,10006207,7.0
hapur,10006207,34.0
hardoi,10006207,5.0
haridwar,10006207,38.0
hassan,10006207,1.0
hazaribagh,10006207,12.0
hisar,10006207,45.0
hoshiarpur,10006207,28.0
hosur,10006207,2.0
hubli,10006207,13.0
hyderabad,10006207,346.0
indore,10006207,84.0
jabalpur,10006207,28.0
jaipur,10006207,822.0
jalandhar,10006207,244.0
jalgaon,10006207,2.0
jammu,10006207,99.0
jamnagar,10006207,9.0
jamshedpur,10006207,137.0
jaunpur,10006207,25.0
jhansi,10006207,49.0
jind,10006207,20.0
jodhpur,10006207,110.0
junagadh,10006207,2.0
kaithal,10006207,14.0
kakinada,10006207,7.0
kalol,10006207,3.0
kanpur,10006207,619.0
kapurthala,10006207,7.0
karnal,10006207,41.0
kashipur,10006207,8.0
khanna,10006207,7.0
kharagpur,10006207,12.0
kharar,10006207,115.0
kochi,10006207,34.0
kolhapur,10006207,4.0
kolkata,10006207,2517.0
kota,10006207,158.0
kotdwar,10006207,6.0
kottayam,10006207,5.0
kozhikode,10006207,11.0
kurukshetra,10006207,17.0
lakhimpur,10006207,42.0
latur,10006207,4.0
lonavala,10006207,1.0
lucknow,10006207,2565.0
ludhiana,10006207,327.0
mainpuri,10006207,16.0
manali,10006207,6.0
mangaluru,10006207,6.0
manipal,10006207,5.0
mathura,10006207,58.0
meerut,10006207,225.0
mehsana,10006207,1.0
modinagar,10006207,23.0
moga,10006207,16.0
mohali,10006207,290.0
moradabad,10006207,96.0
morbi,10006207,2.0
mumbai,10006207,708.0
muradnagar,10006207,3.0
muzaffarnagar,10006207,48.0
muzaffarpur,10006207,93.0
mysore,10006207,24.0
nadiad,10006207,1.0
nagpur,10006207,73.0
nanded,10006207,3.0
narmadapuram,10006207,1.0
nashik,10006207,18.0
navsari,10006207,4.0
nellore,10006207,3.0
noida,10006207,2383.5
palwal,10006207,20.0
panchkula,10006207,151.0
panipat,10006207,69.0
pathankot,10006207,14.0
patiala,10006207,142.0
patna,10006207,866.0
phagwara,10006207,21.0
prayagraj,10006207,230.0
puducherry,10006207,1.0
pune,10006207,357.0
puri,10006207,7.0
purnia,10006207,72.0
raebareli,10006207,27.0
raipur,10006207,81.0
rajahmundry,10006207,6.0
rajkot,10006207,31.0
rajpura,10006207,15.0
rampur,10006207,32.0
ranchi,10006207,398.0
ratlam,10006207,2.0
rewa,10006207,2.0
rewari,10006207,26.0
rishikesh,10006207,19.0
rohtak,10006207,60.0
roorkee,10006207,26.0
rudrapur,10006207,22.0
saharanpur,10006207,39.0
salem,10006207,1.0
sangli,10006207,2.0
sangrur,10006207,17.0
satara,10006207,1.0
satna,10006207,2.0
shillong,10006207,13.0
shimoga,10006207,1.0
sikar,10006207,34.0
siliguri,10006207,37.0
sirsa,10006207,22.0
sitapur,10006207,37.0
solan,10006207,18.0
solapur,10006207,2.0
sonipat,10006207,124.0
sri ganganagar,10006207,16.0
sundar nagar,10006207,11.0
surat,10006207,47.0
thrissur,10006207,5.0
trivandrum,10006207,6.0
tumkur,10006207,1.0
udaipur,10006207,128.0
udupi,10006207,3.0
ujjain,10006207,2.0
una,10006207,6.0
unnao,10006207,28.0
vadodara,10006207,79.0
vapi,10006207,5.0
varanasi,10006207,396.0
vellore,10006207,1.0
vijayawada,10006207,15.0
vizag,10006207,38.0
vizianagaram,10006207,3.0
vrindavan,10006207,23.0
warangal,10006207,1.0
yamunanagar,10006207,44.0
zirakpur,10006207,139.0
agra,10006611,73.0
ahmedabad,10006611,101.0
ajmer,10006611,11.0
akola,10006611,2.0
aligarh,10006611,29.0
alwar,10006611,14.0
ambala,10006611,10.0
amravati,10006611,2.0
amritsar,10006611,45.0
anand,10006611,5.0
ankleshwar,10006611,2.0
asansol,10006611,3.0
aurangabad,10006611,6.0
ayodhya,10006611,6.0
baddi,10006611,5.0
bahadurgarh,10006611,15.0
ballari,10006611,7.0
barabanki,10006611,4.0
bardhaman,10006611,6.0
bareilly,10006611,26.0
batala,10006611,6.0
bathinda,10006611,9.0
begusarai,10006611,3.0
belgaum,10006611,5.0
bengaluru,10006611,195.0
berhampur,10006611,5.0
bhagalpur,10006611,9.0
bhavnagar,10006611,4.0
bhimavaram,10006611,3.0
bhiwadi,10006611,11.0
bhiwani,10006611,4.0
bhopal,10006611,81.0
bhubaneswar,10006611,15.0
bhuj,10006611,1.0
bihar sharif,10006611,1.0
bijapur,10006611,1.0
bikaner,10006611,6.0
bilaspur,10006611,2.0
bokaro,10006611,4.0
chandigarh,10006611,74.0
chandrapur,10006611,1.0
chennai,10006611,45.0
cuttack,10006611,6.0
darbhanga,10006611,4.0
davanagere,10006611,2.0
dehradun,10006611,132.0
delhi,10006611,1001.0
deoghar,10006611,3.0
deoria,10006611,5.0
dewas,10006611,3.0
dhanbad,10006611,10.0
dharamshala,10006611,1.0
dharwad,10006611,1.0
durg,10006611,13.0
durgapur,10006611,4.0
eluru,10006611,2.0
faridabad,10006611,133.0
farrukhabad,10006611,5.0
fatehpur,10006611,2.0
firozabad,10006611,5.0
firozpur,10006611,3.0
gandhidham,10006611,4.0
gaya,10006611,15.0
ghaziabad,10006611,181.2
goa,10006611,20.0
gonda,10006611,7.0
gorakhpur,10006611,33.0
gulbarga,10006611,2.0
guntur,10006611,8.0
gurgaon,10006611,293.0
guwahati,10006611,70.0
gwalior,10006611,25.0
haldwani,10006611,46.0
hamirpur,10006611,6.0
hapur,10006611,8.0
hardoi,10006611,4.0
haridwar,10006611,27.0
hazaribagh,10006611,5.0
hisar,10006611,14.0
hoshiarpur,10006611,12.0
hosur,10006611,2.0
hubli,10006611,2.0
hyderabad,10006611,195.0
indore,10006611,87.0
jabalpur,10006611,35.0
jaipur,10006611,108.0
jalandhar,10006611,60.0
jalgaon,10006611,3.0
jammu,10006611,91.0
jamnagar,10006611,3.0
jamshedpur,10006611,27.0
jaunpur,10006611,9.0
jhansi,10006611,9.0
jind,10006611,2.0
jodhpur,10006611,22.0
junagadh,10006611,2.0
kaithal,10006611,3.0
kakinada,10006611,5.0
kalol,10006611,1.0
kanpur,10006611,140.0
kapurthala,10006611,3.0
karnal,10006611,19.0
kashipur,10006611,3.0
khanna,10006611,4.0
kharagpur,10006611,5.0
kharar,10006611,33.0
kochi,10006611,9.0
kolhapur,10006611,5.0
kolkata,10006611,298.0
kota,10006611,23.0
kotdwar,10006611,10.0
kurnool,10006611,3.0
kurukshetra,10006611,5.0
lakhimpur,10006611,4.0
latur,10006611,4.0
lucknow,10006611,280.0
ludhiana,10006611,77.0
mainpuri,10006611,4.0
manali,10006611,4.0
mangaluru,10006611,2.0
manipal,10006611,2.0
mathura,10006611,25.0
meerut,10006611,72.0
mehsana,10006611,2.0
modinagar,10006611,5.0
moga,10006611,5.0
mohali,10006611,40.0
moradabad,10006611,24.0
morbi,10006611,1.0
mumbai,10006611,4.0
muradnagar,10006611,1.0
muzaffarnagar,10006611,17.0
muzaffarpur,10006611,19.0
mysore,10006611,8.0
nadiad,10006611,1.0
nagpur,10006611,47.0
nanded,10006611,3.0
nashik,10006611,4.0
navsari,10006611,2.0
nellore,10006611,3.0
nizamabad,10006611,5.0
noida,10006611,422.79999999999995
ongole,10006611,1.0
palwal,10006611,7.0
panchkula,10006611,24.0
panipat,10006611,21.0
pathankot,10006611,2.0
patiala,10006611,30.0
patna,10006611,105.0
phagwara,10006611,6.0
prayagraj,10006611,73.0
pune,10006611,180.0
purnia,10006611,6.0
raebareli,10006611,9.0
raipur,10006611,36.0
rajahmundry,10006611,4.0
rajkot,10006611,18.0
rajpura,10006611,5.0
rampur,10006611,7.0
ranchi,10006611,84.0
ratlam,10006611,3.0
rewa,10006611,14.0
rewari,10006611,18.0
rishikesh,10006611,6.0
rohtak,10006611,29.0
roorkee,10006611,12.0
rudrapur,10006611,19.0
saharanpur,10006611,13.0
sangli,10006611,2.0
sangrur,10006611,3.0
satara,10006611,1.0
satna,10006611,6.0
shillong,10006611,12.0
sikar,10006611,1.0
siliguri,10006611,8.0
sirsa,10006611,9.0
sitapur,10006611,12.0
solan,10006611,11.0
solapur,10006611,1.0
