city_norm,item_id,oct_actual_sales
patiala,10037407,42.0
patna,10037407,154.0
phagwara,10037407,14.0
prayagraj,10037407,45.0
puducherry,10037407,3.0
pune,10037407,462.0
pune,10037407,462.0
puri,10037407,10.0
purnia,10037407,13.0
raebareli,10037407,4.0
raipur,10037407,41.0
rajahmundry,10037407,19.0
rajkot,10037407,19.0
rajpura,10037407,3.0
rampur,10037407,6.0
ranchi,10037407,80.0
ratlam,10037407,3.0
rewa,10037407,4.0
rewari,10037407,8.0
rishikesh,10037407,10.0
rohtak,10037407,19.0
roorkee,10037407,21.0
rudrapur,10037407,11.0
saharanpur,10037407,13.0
salem,10037407,3.0
sangli,10037407,7.0
sangrur,10037407,1.0
satara,10037407,4.0
satna,10037407,3.0
shillong,10037407,53.0
shimoga,10037407,13.0
sikar,10037407,4.0
siliguri,10037407,27.0
sirsa,10037407,1.0
sitapur,10037407,9.0
solan,10037407,11.0
solapur,10037407,10.0
sonipat,10037407,19.0
sri ganganagar,10037407,7.0
sundar nagar,10037407,7.0
surat,10037407,40.0
thrissur,10037407,8.0
tiruchirappalli,10037407,6.0
tirupati,10037407,16.0
trivandrum,10037407,14.0
tumkur,10037407,11.0
udaipur,10037407,22.0
udupi,10037407,8.0
ujjain,10037407,5.0
una,10037407,4.0
unnao,10037407,4.0
vadodara,10037407,57.0
vapi,10037407,6.0
varanasi,10037407,53.0
vellore,10037407,3.0
vijayawada,10037407,84.0
vizag,10037407,159.0
vizianagaram,10037407,22.0
vrindavan,10037407,7.0
warangal,10037407,12.0
yamunanagar,10037407,18.0
zirakpur,10037407,35.0
ballari,10050190,1.0
bengaluru,10050190,128.0
bidar,10050190,2.0
chennai,10050190,279.0
coimbatore,10050190,8.0
davanagere,10050190,2.0
dharwad,10050190,3.0
erode,10050190,3.0
gulbarga,10050190,1.0
hassan,10050190,1.0
hosur,10050190,9.0
hyderabad,10050190,311.0
kochi,10050190,4.0
kozhikode,10050190,2.0
kurnool,10050190,2.0
madurai,10050190,1.0
mangaluru,10050190,1.0
manipal,10050190,2.0
mysore,10050190,2.0
nellore,10050190,7.0
nizamabad,10050190,5.0
puducherry,10050190,1.0
salem,10050190,2.0
solapur,10050190,1.0
tiruchirappalli,10050190,8.0
tirupati,10050190,5.0
trivandrum,10050190,12.0
tumkur,10050190,1.0
vellore,10050190,3.0
warangal,10050190,38.0
agra,10062514,2.0
ajmer,10062514,2.0
aligarh,10062514,1.0
asansol,10062514,1.0
aurangabad,10062514,1.0
bahadurgarh,10062514,1.0
bardhaman,10062514,4.0
berhampur,10062514,1.0
bhopal,10062514,17.0
bhubaneswar,10062514,3.0
bikaner,10062514,3.0
bilaspur,10062514,1.0
bokaro,10062514,1.0
chandigarh,10062514,1.0
chandrapur,10062514,1.0
cuttack,10062514,1.0
dehradun,10062514,27.0
delhi,10062514,103.0
durg,10062514,1.0
eluru,10062514,1.0
faridabad,10062514,8.0
ghaziabad,10062514,14.7
goa,10062514,14.0
guntur,10062514,2.0
gurgaon,10062514,44.0
guwahati,10062514,5.0
haridwar,10062514,4.0
hyderabad,10062514,3.0
indore,10062514,13.0
jabalpur,10062514,4.0
jaipur,10062514,17.0
jodhpur,10062514,1.0
kakinada,10062514,5.0
kharagpur,10062514,1.0
kolkata,10062514,166.0
kota,10062514,1.0
meerut,10062514,3.0
mohali,10062514,2.0
mumbai,10062514,86.0
muzaffarpur,10062514,1.0
nagpur,10062514,5.0
nashik,10062514,2.0
noida,10062514,34.3
panipat,10062514,2.0
pune,10062514,21.0
raipur,10062514,2.0
rajahmundry,10062514,2.0
rampur,10062514,1.0
ranchi,10062514,2.0
rewari,10062514,1.0
rishikesh,10062514,4.0
saharanpur,10062514,1.0
sangli,10062514,1.0
satara,10062514,1.0
shillong,10062514,11.0
siliguri,10062514,3.0
sonipat,10062514,3.0
udaipur,10062514,1.0
vijayawada,10062514,6.0
vizag,10062514,11.0
vizianagaram,10062514,2.0
yamunanagar,10062514,3.0
agra,10065362,174.0
ahmednagar,10065362,3.0
ajmer,10065362,2.0
aligarh,10065362,62.0
alwar,10065362,10.0
ambala,10065362,52.0
amritsar,10065362,266.0
asansol,10065362,4.0
aurangabad,10065362,3.0
ayodhya,10065362,45.0
baddi,10065362,5.0
bahadurgarh,10065362,106.0
barabanki,10065362,24.0
bardhaman,10065362,3.0
bareilly,10065362,117.0
batala,10065362,22.0
bathinda,10065362,17.0
berhampur,10065362,5.0
bhiwadi,10065362,58.0
bhiwani,10065362,28.0
bhopal,10065362,17.0
bhubaneswar,10065362,11.0
bijnor,10065362,5.0
bikaner,10065362,2.0
chandigarh,10065362,456.0
cuttack,10065362,13.0
dehradun,10065362,179.0
delhi,10065362,10005.0
deoria,10065362,21.0
dewas,10065362,1.0
dhanbad,10065362,7.0
dharamshala,10065362,2.0
durgapur,10065362,5.0
faridabad,10065362,1277.0
farrukhabad,10065362,29.0
fatehpur,10065362,22.0
firozabad,10065362,16.0
firozpur,10065362,13.0
ghaziabad,10065362,1380.0
gonda,10065362,21.0
gorakhpur,10065362,67.0
guntur,10065362,1.0
gurgaon,10065362,2698.0
guwahati,10065362,12.0
gwalior,10065362,8.0
haldwani,10065362,40.0
hamirpur,10065362,2.0
hapur,10065362,31.0
hardoi,10065362,6.0
haridwar,10065362,42.0
hisar,10065362,47.0
hoshiarpur,10065362,16.0
hyderabad,10065362,81.0
indore,10065362,17.0
jabalpur,10065362,6.0
jaipur,10065362,153.0
jalandhar,10065362,224.0
jammu,10065362,28.0
jamshedpur,10065362,8.0
jaunpur,10065362,9.0
jhansi,10065362,39.0
jind,10065362,35.0
jodhpur,10065362,6.0
kaithal,10065362,24.0
kanpur,10065362,1202.0
kapurthala,10065362,13.0
karnal,10065362,65.0
kashipur,10065362,8.0
khanna,10065362,5.0
kharagpur,10065362,5.0
kharar,10065362,106.0
kolhapur,10065362,1.0
kolkata,10065362,448.0
kota,10065362,7.0
kotdwar,10065362,15.0
kurukshetra,10065362,20.0
lakhimpur,10065362,12.0
lonavala,10065362,1.0
lucknow,10065362,2086.0
ludhiana,10065362,214.0
mainpuri,10065362,18.0
manali,10065362,1.0
mathura,10065362,38.0
meerut,10065362,493.0
modinagar,10065362,33.0
moga,10065362,16.0
mohali,10065362,221.0
moradabad,10065362,58.0
mumbai,10065362,184.0
muradnagar,10065362,5.0
muzaffarnagar,10065362,57.0
muzaffarpur,10065362,5.0
narmadapuram,10065362,4.0
nashik,10065362,4.0
noida,10065362,3220.0
palwal,10065362,55.0
panchkula,10065362,126.0
panipat,10065362,134.0
pathankot,10065362,22.0
patiala,10065362,96.0
patna,10065362,34.0
phagwara,10065362,19.0
prayagraj,10065362,131.0
pune,10065362,52.0
puri,10065362,2.0
raebareli,10065362,33.0
rajahmundry,10065362,1.0
rajpura,10065362,6.0
rampur,10065362,13.0
ranchi,10065362,16.0
rewa,10065362,4.0
rewari,10065362,38.0
rishikesh,10065362,12.0
rohtak,10065362,117.0
roorkee,10065362,25.0
rudrapur,10065362,25.0
saharanpur,10065362,25.0
sangrur,10065362,9.0
shillong,10065362,4.0
sikar,10065362,1.0
siliguri,10065362,4.0
sirsa,10065362,29.0
sitapur,10065362,16.0
solan,10065362,9.0
solapur,10065362,1.0
sonipat,10065362,285.0
sri ganganagar,10065362,2.0
sundar nagar,10065362,3.0
udaipur,10065362,6.0
ujjain,10065362,3.0
una,10065362,1.0
unnao,10065362,20.0
varanasi,10065362,104.0
vizag,10065362,6.0
vizianagaram,10065362,1.0
vrindavan,10065362,29.0
yamunanagar,10065362,48.0
zirakpur,10065362,120.0
agra,10073508,8.0
ahmedabad,10073508,16.0
ajmer,10073508,3.0
aligarh,10073508,16.0
alwar,10073508,5.0
ambala,10073508,4.0
amritsar,10073508,14.0
asansol,10073508,6.0
aurangabad,10073508,2.0
ayodhya,10073508,9.0
baddi,10073508,1.0
bahadurgarh,10073508,7.0
ballari,10073508,1.0
barabanki,10073508,3.0
bardhaman,10073508,2.0
bareilly,10073508,18.0
batala,10073508,5.0
bathinda,10073508,10.0
belgaum,10073508,1.0
bengaluru,10073508,72.0
berhampur,10073508,1.0
bharuch,10073508,1.0
bhavnagar,10073508,2.0
bhiwadi,10073508,5.0
bhiwani,10073508,1.0
bhopal,10073508,3.0
bhubaneswar,10073508,6.0
bidar,10073508,1.0
bijapur,10073508,1.0
bijnor,10073508,1.0
bikaner,10073508,4.0
chandigarh,10073508,36.0
chandrapur,10073508,1.0
chennai,10073508,4.0
cuttack,10073508,3.0
davanagere,10073508,2.0
dehradun,10073508,14.0
delhi,10073508,381.0
deoria,10073508,2.0
dhanbad,10073508,2.0
dharamshala,10073508,2.0
dharwad,10073508,1.0
durgapur,10073508,2.0
faridabad,10073508,51.0
farrukhabad,10073508,1.0
fatehpur,10073508,5.0
firozpur,10073508,1.0
gandhidham,10073508,3.0
ghaziabad,10073508,50.7
goa,10073508,8.0
gonda,10073508,5.0
gorakhpur,10073508,47.0
gurgaon,10073508,168.0
guwahati,10073508,9.0
gwalior,10073508,16.0
haldwani,10073508,7.0
hamirpur,10073508,1.0
hapur,10073508,5.0
hardoi,10073508,3.0
haridwar,10073508,5.0
hassan,10073508,1.0
hisar,10073508,7.0
hoshiarpur,10073508,9.0
hyderabad,10073508,32.0
jabalpur,10073508,11.0
jaipur,10073508,53.0
jalandhar,10073508,23.0
jammu,10073508,14.0
jamnagar,10073508,1.0
jamshedpur,10073508,9.0
jaunpur,10073508,3.0
jhansi,10073508,7.0
jind,10073508,3.0
jodhpur,10073508,3.0
kaithal,10073508,2.0
kakinada,10073508,1.0
kalol,10073508,2.0
kanpur,10073508,118.0
kapurthala,10073508,5.0
karnal,10073508,6.0
kashipur,10073508,8.0
khanna,10073508,7.0
kharagpur,10073508,2.0
kharar,10073508,14.0
kolkata,10073508,440.0
kota,10073508,4.0
kotdwar,10073508,3.0
kurukshetra,10073508,1.0
lakhimpur,10073508,8.0
lucknow,10073508,192.0
ludhiana,10073508,19.0
manipal,10073508,1.0
mathura,10073508,5.0
meerut,10073508,28.0
moga,10073508,9.0
mohali,10073508,25.0
moradabad,10073508,14.0
mumbai,10073508,70.0
muzaffarnagar,10073508,8.0
muzaffarpur,10073508,7.0
mysore,10073508,2.0
nashik,10073508,2.0
noida,10073508,118.3
palwal,10073508,1.0
panchkula,10073508,7.0
panipat,10073508,16.0
pathankot,10073508,6.0
patiala,10073508,15.0
patna,10073508,83.0
phagwara,10073508,4.0
prayagraj,10073508,39.0
pune,10073508,48.0
puri,10073508,1.0
raebareli,10073508,4.0
rajahmundry,10073508,1.0
rajkot,10073508,5.0
rajpura,10073508,1.0
rampur,10073508,7.0
ranchi,10073508,9.0
rewa,10073508,1.0
rewari,10073508,1.0
rishikesh,10073508,2.0
rohtak,10073508,17.0
roorkee,10073508,2.0
rudrapur,10073508,11.0
saharanpur,10073508,6.0
sangrur,10073508,1.0
satna,10073508,3.0
shillong,10073508,3.0
sikar,10073508,1.0
siliguri,10073508,4.0
sirsa,10073508,4.0
sitapur,10073508,6.0
solan,10073508,5.0
solapur,10073508,1.0
sonipat,10073508,18.0
sri ganganagar,10073508,4.0
surat,10073508,3.0
udaipur,10073508,9.0
unnao,10073508,3.0
vadodara,10073508,3.0
vapi,10073508,1.0
varanasi,10073508,22.0
vijayawada,10073508,1.0
vizag,10073508,4.0
vizianagaram,10073508,1.0
vrindavan,10073508,3.0
yamunanagar,10073508,7.0
zirakpur,10073508,16.0
mumbai,10073511,5.0
pune,10073511,2.0
agra,10073514,155.0
ahmedabad,10073514,195.0
ahmednagar,10073514,3.0
ajmer,10073514,20.0
akola,10073514,2.0
aligarh,10073514,46.0
alwar,10073514,32.0
ambala,10073514,6.0
amravati,10073514,7.0
amritsar,10073514,38.0
anand,10073514,4.0
asansol,10073514,96.0
aurangabad,10073514,4.0
ayodhya,10073514,8.0
baddi,10073514,5.0
bahadurgarh,10073514,36.0
ballari,10073514,19.0
barabanki,10073514,7.0
bardhaman,10073514,72.0
bareilly,10073514,17.0
batala,10073514,3.0
bathinda,10073514,18.0
begusarai,10073514,34.0
belgaum,10073514,9.0
bengaluru,10073514,3015.0
berhampur,10073514,24.0
bhagalpur,10073514,127.0
bharuch,10073514,7.0
bhavnagar,10073514,3.0
bhimavaram,10073514,6.0
bhiwadi,10073514,53.0
bhiwani,10073514,1.0
bhopal,10073514,109.0
bhubaneswar,10073514,154.0
bhuj,10073514,1.0
bidar,10073514,2.0
bihar sharif,10073514,1.0
bijapur,10073514,4.0
bijnor,10073514,7.0
bikaner,10073514,12.0
bilaspur,10073514,7.0
bokaro,10073514,81.0
chandigarh,10073514,111.0
chandrapur,10073514,2.0
chennai,10073514,419.0
coimbatore,10073514,24.0
cuttack,10073514,20.0
darbhanga,10073514,45.0
davanagere,10073514,13.0
dehradun,10073514,86.0
delhi,10073514,2344.0
deoghar,10073514,37.0
deoria,10073514,13.0
dewas,10073514,1.0
dhanbad,10073514,133.0
dharamshala,10073514,3.0
dharwad,10073514,20.0
durg,10073514,11.0
durgapur,10073514,131.0
eluru,10073514,12.0
erode,10073514,2.0
faridabad,10073514,289.0
farrukhabad,10073514,2.0
fatehpur,10073514,13.0
firozabad,10073514,3.0
firozpur,10073514,1.0
gandhidham,10073514,6.0
gaya,10073514,47.0
ghaziabad,10073514,421.2
goa,10073514,121.0
gonda,10073514,4.0
gorakhpur,10073514,96.0
gulbarga,10073514,14.0
guntur,10073514,20.0
gurgaon,10073514,905.0
guwahati,10073514,235.0
gwalior,10073514,30.0
haldwani,10073514,23.0
hamirpur,10073514,5.0
hapur,10073514,4.0
hardoi,10073514,1.0
haridwar,10073514,29.0
hassan,10073514,5.0
hazaribagh,10073514,53.0
hisar,10073514,13.0
hoshiarpur,10073514,8.0
hosur,10073514,10.0
hubli,10073514,20.0
hyderabad,10073514,1131.0
indore,10073514,115.0
jabalpur,10073514,18.0
jaipur,10073514,443.0
jalandhar,10073514,74.0
jalgaon,10073514,4.0
jammu,10073514,27.0
jamnagar,10073514,3.0
jamshedpur,10073514,361.0
jaunpur,10073514,9.0
jhansi,10073514,9.0
jind,10073514,14.0
jodhpur,10073514,49.0
junagadh,10073514,5.0
kaithal,10073514,7.0
kakinada,10073514,26.0
kalol,10073514,2.0
kanpur,10073514,134.0
kapurthala,10073514,5.0
karnal,10073514,37.0
kashipur,10073514,4.0
khanna,10073514,3.0
kharagpur,10073514,55.0
kharar,10073514,64.0
kochi,10073514,156.0
kolhapur,10073514,6.0
kolkata,10073514,4260.0
kota,10073514,69.0
kotdwar,10073514,11.0
kottayam,10073514,6.0
kozhikode,10073514,12.0
kurnool,10073514,6.0
kurukshetra,10073514,5.0
lakhimpur,10073514,6.0
latur,10073514,3.0
lonavala,10073514,3.0
lucknow,10073514,431.0
ludhiana,10073514,76.0
madurai,10073514,2.0
mainpuri,10073514,3.0
manali,10073514,1.0
mangaluru,10073514,17.0
manipal,10073514,9.0
mathura,10073514,8.0
meerut,10073514,121.0
mehsana,10073514,2.0
modinagar,10073514,10.0
moga,10073514,7.0
mohali,10073514,115.0
moradabad,10073514,43.0
morbi,10073514,2.0
mumbai,10073514,1203.0
muradnagar,10073514,2.0
muzaffarnagar,10073514,7.0
muzaffarpur,10073514,139.0
mysore,10073514,67.0
nadiad,10073514,3.0
nagpur,10073514,62.0
nanded,10073514,4.0
narmadapuram,10073514,5.0
nashik,10073514,8.0
navsari,10073514,4.0
nellore,10073514,2.0
nizamabad,10073514,6.0
noida,10073514,982.8
ongole,10073514,4.0
palwal,10073514,5.0
panchkula,10073514,40.0
panipat,10073514,18.0
pathankot,10073514,1.0
patiala,10073514,25.0
patna,10073514,909.0
phagwara,10073514,11.0
prayagraj,10073514,112.0
puducherry,10073514,5.0
pune,10073514,522.0
puri,10073514,24.0
purnia,10073514,67.0
raebareli,10073514,12.0
raipur,10073514,46.0
rajahmundry,10073514,29.0
rajkot,10073514,24.0
rajpura,10073514,2.0
rampur,10073514,17.0
ranchi,10073514,506.0
ratlam,10073514,2.0
rewa,10073514,10.0
rewari,10073514,34.0
rishikesh,10073514,5.0
rohtak,10073514,39.0
roorkee,10073514,9.0
rudrapur,10073514,25.0
saharanpur,10073514,10.0
salem,10073514,1.0
sangli,10073514,4.0
sangrur,10073514,2.0
satara,10073514,3.0
satna,10073514,10.0
shillong,10073514,39.0
shimoga,10073514,12.0
sikar,10073514,4.0
siliguri,10073514,119.0
sirsa,10073514,9.0
sitapur,10073514,3.0
solan,10073514,11.0
solapur,10073514,2.0
sonipat,10073514,64.0
sri ganganagar,10073514,4.0
sundar nagar,10073514,3.0
surat,10073514,54.0
thrissur,10073514,16.0
tiruchirappalli,10073514,2.0
tirupati,10073514,5.0
trivandrum,10073514,13.0
tumkur,10073514,5.0
udaipur,10073514,20.0
udupi,10073514,6.0
ujjain,10073514,5.0
una,10073514,5.0
unnao,10073514,8.0
vadodara,10073514,76.0
vapi,10073514,5.0
varanasi,10073514,159.0
vellore,10073514,2.0
vijayawada,10073514,121.0
vizag,10073514,203.0
vizianagaram,10073514,12.0
vrindavan,10073514,10.0
warangal,10073514,9.0
yamunanagar,10073514,5.0
zirakpur,10073514,50.0
agra,10073515,22.0
ahmedabad,10073515,46.0
ajmer,10073515,10.0
akola,10073515,1.0
aligarh,10073515,8.0
alwar,10073515,5.0
ambala,10073515,7.0
amravati,10073515,1.0
amritsar,10073515,29.0
anand,10073515,5.0
asansol,10073515,8.0
aurangabad,10073515,2.0
ayodhya,10073515,3.0
baddi,10073515,1.0
bahadurgarh,10073515,7.0
ballari,10073515,1.0
barabanki,10073515,3.0
bardhaman,10073515,15.0
bareilly,10073515,5.0
batala,10073515,4.0
bathinda,10073515,8.0
begusarai,10073515,11.0
belgaum,10073515,6.0
bengaluru,10073515,327.0
berhampur,10073515,6.0
bhagalpur,10073515,12.0
bharuch,10073515,4.0
bhavnagar,10073515,1.0
bhiwadi,10073515,9.0
bhiwani,10073515,1.0
bhopal,10073515,6.0
bhubaneswar,10073515,48.0
bhuj,10073515,3.0
bidar,10073515,1.0
bihar sharif,10073515,4.0
bijnor,10073515,1.0
bikaner,10073515,3.0
bilaspur,10073515,1.0
bokaro,10073515,12.0
chandigarh,10073515,75.0
chandrapur,10073515,1.0
chennai,10073515,71.0
coimbatore,10073515,10.0
cuttack,10073515,10.0
darbhanga,10073515,9.0
davanagere,10073515,1.0
delhi,10073515,604.0
deoghar,10073515,10.0
deoria,10073515,1.0
dhanbad,10073515,32.0
dharamshala,10073515,1.0
dharwad,10073515,1.0
durg,10073515,8.0
durgapur,10073515,10.0
eluru,10073515,1.0
faridabad,10073515,75.0
fatehpur,10073515,4.0
firozabad,10073515,3.0
firozpur,10073515,3.0
gandhidham,10073515,2.0
gaya,10073515,6.0
ghaziabad,10073515,104.39999999999999
gonda,10073515,2.0
gorakhpur,10073515,18.0
gulbarga,10073515,5.0
guntur,10073515,4.0
gurgaon,10073515,211.0
guwahati,10073515,40.0
gwalior,10073515,12.0
haldwani,10073515,11.0
hardoi,10073515,7.0
hassan,10073515,2.0
hazaribagh,10073515,6.0
hisar,10073515,4.0
hoshiarpur,10073515,7.0
hosur,10073515,2.0
hubli,10073515,2.0
hyderabad,10073515,105.0
jabalpur,10073515,10.0
jaipur,10073515,87.0
jalandhar,10073515,60.0
jammu,10073515,15.0
jamshedpur,10073515,77.0
jhansi,10073515,18.0
jind,10073515,1.0
jodhpur,10073515,7.0
junagadh,10073515,2.0
kakinada,10073515,2.0
kanpur,10073515,121.0
kapurthala,10073515,2.0
karnal,10073515,9.0
kashipur,10073515,3.0
kharagpur,10073515,11.0
kharar,10073515,17.0
kochi,10073515,13.0
kolhapur,10073515,2.0
kolkata,10073515,726.0
kota,10073515,5.0
kottayam,10073515,1.0
kozhikode,10073515,2.0
kurnool,10073515,1.0
kurukshetra,10073515,3.0
lakhimpur,10073515,6.0
lucknow,10073515,269.0
ludhiana,10073515,40.0
madurai,10073515,1.0
mainpuri,10073515,3.0
manali,10073515,1.0
mangaluru,10073515,8.0
manipal,10073515,3.0
mathura,10073515,4.0
meerut,10073515,22.0
mehsana,10073515,1.0
modinagar,10073515,1.0
moga,10073515,3.0
mohali,10073515,42.0
moradabad,10073515,8.0
morbi,10073515,2.0
mumbai,10073515,186.0
muradnagar,10073515,1.0
muzaffarnagar,10073515,3.0
muzaffarpur,10073515,20.0
mysore,10073515,2.0
nadiad,10073515,5.0
nagpur,10073515,23.0
nanded,10073515,3.0
nashik,10073515,3.0
nellore,10073515,2.0
noida,10073515,243.59999999999997
ongole,10073515,2.0
palwal,10073515,4.0
panchkula,10073515,20.0
panipat,10073515,5.0
pathankot,10073515,3.0
patiala,10073515,10.0
patna,10073515,140.0
phagwara,10073515,2.0
prayagraj,10073515,23.0
puducherry,10073515,2.0
pune,10073515,90.0
puri,10073515,2.0
purnia,10073515,14.0
raebareli,10073515,4.0
raipur,10073515,23.0
rajahmundry,10073515,2.0
rajkot,10073515,2.0
rajpura,10073515,1.0
rampur,10073515,3.0
ranchi,10073515,80.0
rewa,10073515,7.0
rewari,10073515,1.0
rohtak,10073515,20.0
saharanpur,10073515,2.0
salem,10073515,1.0
sangrur,10073515,1.0
satara,10073515,1.0
satna,10073515,5.0
shillong,10073515,9.0
shimoga,10073515,3.0
sikar,10073515,2.0
siliguri,10073515,5.0
sirsa,10073515,2.0
sitapur,10073515,5.0
solapur,10073515,2.0
sonipat,10073515,12.0
sundar nagar,10073515,2.0
surat,10073515,11.0
thrissur,10073515,2.0
tiruchirappalli,10073515,1.0
tirupati,10073515,2.0
trivandrum,10073515,5.0
tumkur,10073515,2.0
udaipur,10073515,7.0
udupi,10073515,3.0
una,10073515,1.0
unnao,10073515,3.0
vadodara,10073515,15.0
vapi,10073515,3.0
varanasi,10073515,37.0
vellore,10073515,1.0
vijayawada,10073515,11.0
vizag,10073515,20.0
vizianagaram,10073515,1.0
vrindavan,10073515,4.0
warangal,10073515,2.0
yamunanagar,10073515,4.0
zirakpur,10073515,25.0
ahmedabad,10074853,58.0
anand,10074853,2.0
asansol,10074853,3.0
aurangabad,10074853,2.0
ballari,10074853,1.0
bardhaman,10074853,1.0
begusarai,10074853,1.0
belgaum,10074853,2.0
bengaluru,10074853,304.0
berhampur,10074853,1.0
bhagalpur,10074853,4.0
bhavnagar,10074853,2.0
bhubaneswar,10074853,17.0
bhuj,10074853,1.0
bokaro,10074853,2.0
chennai,10074853,52.0
cuttack,10074853,3.0
dhanbad,10074853,2.0
dharwad,10074853,1.0
durgapur,10074853,1.0
gandhidham,10074853,4.0
gaya,10074853,3.0
gulbarga,10074853,1.0
guwahati,10074853,33.0
hazaribagh,10074853,3.0
hosur,10074853,2.0
hyderabad,10074853,132.0
jamnagar,10074853,2.0
jamshedpur,10074853,12.0
junagadh,10074853,1.0
kharagpur,10074853,3.0
kolkata,10074853,219.0
latur,10074853,1.0
mangaluru,10074853,5.0
manipal,10074853,3.0
mumbai,10074853,1.0
muzaffarpur,10074853,2.0
mysore,10074853,6.0
nadiad,10074853,1.0
nagpur,10074853,1.0
nashik,10074853,3.0
navsari,10074853,1.0
nizamabad,10074853,2.0
patna,10074853,27.0
pune,10074853,8.0
puri,10074853,1.0
purnia,10074853,1.0
rajkot,10074853,2.0
ranchi,10074853,18.0
shillong,10074853,6.0
shimoga,10074853,1.0
siliguri,10074853,5.0
solapur,10074853,1.0
surat,10074853,3.0
tirupati,10074853,4.0
udupi,10074853,1.0
vadodara,10074853,20.0
vellore,10074853,1.0
warangal,10074853,1.0
ballari,10075045,14.0
belgaum,10075045,1.0
bengaluru,10075045,950.0
bhimavaram,10075045,3.0
bidar,10075045,3.0
chennai,10075045,580.0
coimbatore,10075045,42.0
davanagere,10075045,11.0
eluru,10075045,2.0
erode,10075045,4.0
gulbarga,10075045,5.0
guntur,10075045,13.0
hassan,10075045,9.0
hosur,10075045,17.0
hubli,10075045,6.0
hyderabad,10075045,771.0
kakinada,10075045,20.0
kochi,10075045,44.0
kottayam,10075045,5.0
kozhikode,10075045,4.0
kurnool,10075045,6.0
madurai,10075045,2.0
mangaluru,10075045,8.0
manipal,10075045,3.0
mysore,10075045,44.0
nellore,10075045,14.0
nizamabad,10075045,1.0
ongole,10075045,3.0
puducherry,10075045,8.0
rajahmundry,10075045,23.0
salem,10075045,10.0
shimoga,10075045,14.0
thrissur,10075045,6.0
tiruchirappalli,10075045,8.0
tirupati,10075045,18.0
trivandrum,10075045,13.0
tumkur,10075045,10.0
udupi,10075045,8.0
vellore,10075045,2.0
vijayawada,10075045,63.0
vizag,10075045,118.0
vizianagaram,10075045,6.0
warangal,10075045,4.0
ballari,10075046,4.0
belgaum,10075046,5.0
bengaluru,10075046,664.0
bhimavaram,10075046,2.0
chennai,10075046,515.0
coimbatore,10075046,35.0
davanagere,10075046,4.0
dharwad,10075046,2.0
eluru,10075046,2.0
erode,10075046,1.0
gulbarga,10075046,1.0
guntur,10075046,19.0
hassan,10075046,4.0
hosur,10075046,6.0
hubli,10075046,3.0
hyderabad,10075046,450.0
kakinada,10075046,17.0
kochi,10075046,43.0
kottayam,10075046,4.0
kozhikode,10075046,5.0
kurnool,10075046,2.0
mangaluru,10075046,12.0
manipal,10075046,4.0
mysore,10075046,30.0
nellore,10075046,4.0
nizamabad,10075046,1.0
puducherry,10075046,18.0
rajahmundry,10075046,18.0
salem,10075046,11.0
shimoga,10075046,8.0
thrissur,10075046,5.0
tiruchirappalli,10075046,6.0
tirupati,10075046,10.0
trivandrum,10075046,10.0
tumkur,10075046,6.0
vellore,10075046,4.0
vijayawada,10075046,40.0
vizag,10075046,57.0
vizianagaram,10075046,4.0
warangal,10075046,1.0
ballari,10075047,5.0
bengaluru,10075047,344.0
bijapur,10075047,1.0
davanagere,10075047,4.0
hosur,10075047,6.0
hubli,10075047,4.0
mangaluru,10075047,3.0
manipal,10075047,2.0
mysore,10075047,19.0
shimoga,10075047,5.0
tirupati,10075047,1.0
tumkur,10075047,7.0
udupi,10075047,1.0
agra,10106292,9.0
ahmedabad,10106292,20.0
ahmednagar,10106292,1.0
aligarh,10106292,2.0
alwar,10106292,4.0
ankleshwar,10106292,1.0
asansol,10106292,2.0
aurangabad,10106292,2.0
ayodhya,10106292,1.0
bahadurgarh,10106292,6.0
ballari,10106292,1.0
bardhaman,10106292,2.0
begusarai,10106292,4.0
bengaluru,10106292,117.0
berhampur,10106292,5.0
bhagalpur,10106292,8.0
bharuch,10106292,1.0
bhavnagar,10106292,1.0
bhiwadi,10106292,6.0
bhiwani,10106292,1.0
bhubaneswar,10106292,11.0
bikaner,10106292,2.0
bokaro,10106292,2.0
cuttack,10106292,5.0
darbhanga,10106292,1.0
davanagere,10106292,1.0
delhi,10106292,277.0
deoria,10106292,2.0
dhanbad,10106292,6.0
dharamshala,10106292,2.0
dharwad,10106292,2.0
faridabad,10106292,25.0
farrukhabad,10106292,2.0
gaya,10106292,5.0
ghaziabad,10106292,29.7
goa,10106292,12.0
gorakhpur,10106292,15.0
gulbarga,10106292,3.0
gurgaon,10106292,115.0
guwahati,10106292,12.0
hapur,10106292,3.0
hazaribagh,10106292,2.0
hisar,10106292,3.0
hubli,10106292,2.0
hyderabad,10106292,78.0
jaipur,10106292,35.0
jamshedpur,10106292,13.0
jhansi,10106292,1.0
jind,10106292,1.0
jodhpur,10106292,6.0
junagadh,10106292,1.0
kakinada,10106292,1.0
kanpur,10106292,5.0
karnal,10106292,6.0
kharagpur,10106292,2.0
kolhapur,10106292,1.0
kolkata,10106292,194.0
kota,10106292,6.0
kurukshetra,10106292,1.0
latur,10106292,1.0
lonavala,10106292,1.0
lucknow,10106292,6.0
manipal,10106292,1.0
mathura,10106292,1.0
meerut,10106292,14.0
modinagar,10106292,1.0
moradabad,10106292,2.0
mumbai,10106292,133.0
