city_norm,item_id,month,lag_1_m3,lag_2_m3,rolling_mean_3m_m3,item_city_te,monthly_mrp_median,month_sin,month_cos,item_te,city_te,is_intermittent,month_num,own_price_avg,own_mrp_avg,own_price_sales_wt,comp_price_avg,comp_price_sales_wt,own_wt_osa_avg,own_estimated_budget_consumed_v2,gc_campaign_type,comp_total_impressions,comp_ad_impressions,comp_ad_ratio,platform_revenue_mom_lag1,platform_revenue_log_lag1,city_count_mom_lag1,store_count_mom_lag1,category_size_mom_lag1,brand_category_share_lag1,brand_share_change_lag1,forecasted_qty
bhagalpur,10000197,2025-12-01,4.0,3.0,4.333333333333333,3.1666666666666665,240.0,-2.4492935982947064e-16,1.0,59.58772473651581,26.3203125,0,12,228.0,240.0,228.0,169.63194444445833,167.33333333333334,0.7999583503666667,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,5.1993084
bharuch,10000197,2025-12-01,3.0,2.0,1.3333333333333333,1.6,225.0,-2.4492935982947064e-16,1.0,59.58772473651581,4.912863070539419,0,12,218.91559787243332,230.2667120062,217.73322134233334,179.4247260007,176.94943151533334,0.70222666628,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,4.892084
bhavnagar,10000197,2025-12-01,2.0,1.0,1.3333333333333333,1.6666666666666667,225.0,-2.4492935982947064e-16,1.0,59.58772473651581,4.856540084388186,0,12,216.43478260869566,227.6086956521739,214.0,169.556763285,180.66666666650002,0.7666666666666667,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,5.045193
bhiwadi,10000197,2025-12-01,9.0,13.0,7.666666666666667,9.857142857142858,225.0,-2.4492935982947064e-16,1.0,59.58772473651581,31.170767004341535,0,12,221.0,232.5,221.77777777777777,178.82463080289287,178.68460852233332,0.7704733599833333,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,10.443796
bhiwani,10000197,2025-12-01,3.0,3.0,2.3333333333333335,2.5,225.0,-2.4492935982947064e-16,1.0,59.58772473651581,8.141104294478527,0,12,217.92,229.2,218.66666666666666,171.60866666676,175.42222222233332,0.8333333333333334,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,5.2111807
bhopal,10000197,2025-12-01,50.0,31.0,39.0,39.63636363636363,457.5,-2.4492935982947064e-16,1.0,59.58772473651581,145.83290488431876,0,12,216.96547239286667,228.1772918495,217.32845224120004,172.28656772103335,170.79698405123997,0.67559100956,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,40.423733
bhubaneswar,10000197,2025-12-01,10.0,13.0,13.333333333333334,8.5,240.0,-2.4492935982947064e-16,1.0,59.58772473651581,60.63392857142857,0,12,219.16050088903333,230.40350324046668,220.3245531439,173.79566554736667,167.5618487606,0.9977359925799999,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,10.91339
bidar,10000197,2025-12-01,3.0,2.0,1.3333333333333333,1.75,337.5,-2.4492935982947064e-16,1.0,59.58772473651581,3.9018691588785046,0,12,214.0,225.0,214.0,171.9667460317667,164.0,1.0,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,6.232364
bijapur,10000197,2025-12-01,1.0,,,1.0,225.0,-2.4492935982947064e-16,1.0,59.58772473651581,3.9461538461538463,0,12,217.5,228.75,214.0,175.81658496733334,177.5,0.8,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,5.2111807
bikaner,10000197,2025-12-01,5.0,4.0,3.3333333333333335,3.3333333333333335,240.0,-2.4492935982947064e-16,1.0,59.58772473651581,8.10752688172043,0,12,227.36363636363637,239.3181818181818,228.0,170.74956198327274,174.0907603562,0.6124052332633333,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,4.045035
bokaro,10000197,2025-12-01,5.0,8.0,6.666666666666667,4.666666666666667,240.0,-2.4492935982947064e-16,1.0,59.58772473651581,24.625,0,12,217.8077573555,229.07974002366666,217.42994015,175.8904992955,171.54861204879998,0.7501977176033333,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,6.5432415
chandigarh,10000197,2025-12-01,125.0,105.0,87.0,89.0,675.0,-2.4492935982947064e-16,1.0,59.58772473651581,136.04090909090908,0,12,216.1895796411143,227.34597818688573,216.9710430698829,171.57952442412855,170.70454820763513,0.8216701134102564,,2,,,,0.06755660566256227,24.50321678852503,0.06951871657754016,0.048828125,0.04020295401601892,21.33,-0.3000000000000007,91.514656
