city_norm,item_id,month,gc_campaign_type,own_direct_sales_v2,own_indirect_sales_v2,own_estimated_budget_consumed_v2,comp_total_impressions,comp_ad_impressions,comp_organic_impressions,comp_generic_kw_ad_impr,comp_generic_kw_org_impr,comp_brand_kw_ad_impr,comp_brand_kw_org_impr,comp_comp_kw_ad_impr,comp_comp_kw_org_impr,comp_kw_weighted_impr,comp_generic_kw_weighted_ad_impr,comp_generic_kw_weighted_org_impr,comp_brand_kw_weighted_ad_impr,comp_brand_kw_weighted_org_impr,comp_comp_kw_weighted_ad_impr,comp_comp_kw_weighted_org_impr,own_median_most_viewed_position,own_median_ad_rank,own_median_org_rank,comp_ad_ratio,comp_brand_visibility_ratio,comp_generic_visibility_ratio,own_best_viewed_position,num_comp_pids,comp_ad_share_monthly
chennai,10073514,2025-10-01,Product Booster,914142777.3668082,0.0,546670602.7977118,2320625.2355,869366.498,1451258.7375,775025.3654,1081659.4503,10337.5272,128881.0666,84003.6054,240718.2206,3479.842359279,1386.400824666,2011.623734978,5.68563996,56.512538368,5.34188798,14.277733327,4.398698246237762,7.8805361305314685,27.598484848489512,0.34129121125258066,0.0034301097412903223,0.29973010213612905,1.0,18,0.37462597781872653
chennai,10073515,2025-10-01,Product Booster,53020.01431371012,0.0,100851.23587303955,913981.7856,582285.132,331696.6536,553065.5052,240546.2124,805.5319999999999,30211.0224,28414.0948,60939.4188,1443.242622068,999.26924734,425.614621952,0.4430426,12.881008608,1.687315812,3.347385756,2.0,13.0,41.91346153846154,0.6064538941193549,0.0008092455977419354,0.5704802267935484,1.0,23,0.6370861445753521
chennai,10075045,2025-10-01,Product Booster,1641062123.7133603,45806913.92404944,542462391.6664846,807488.544,57773.988,749714.556,29508.618,701800.23,0.0,1219.62,28265.37,46694.706,2160.1656831,10.42653138,2145.7807287,0.0,0.04234008,1.8922747199999999,2.02380822,2.1334975008166666,3.9444444444499998,26.925,0.07594724513451613,0.0,0.03758980579741936,1.0,14,0.07154774941302448
chennai,10075046,2025-10-01,Product Booster,262530245.21907958,43858812.24458358,173231054.2030883,576127.506,84017.28,492110.22599999997,84017.28,457134.384,0.0,774.834,0.0,34201.008,1285.18860396,122.07801168,1161.88695066,0.0,0.0272304,0.0,1.19641122,2.2500548852333333,2.0,23.9,0.14188470486645163,0.0,0.14188470486645163,1.0,11,0.14583105150338022
chennai,10110034,2025-10-01,Product Booster,182853284.97663695,12080745.804117402,321471586.95808923,175463.93,98475.37,76988.56,70788.94,940.85,0.0,0.0,27686.43,76047.71,251.97163940000002,237.271536,0.1431037,0.0,0.0,1.7713358,12.7856639,8.10665413534,14.40874316942623,40.49799999999,0.39175152578709677,0.0,0.19347861787358064,1.0,8,0.5612285670336917
chennai,10113337,2025-10-01,Product Booster,697355870.685639,430640846.29867107,871880807.167357,1288943.1672,1070821.4816,218121.6856,837652.088,107341.7176,0.0,343.6784,233169.3936,110436.2896,3214.972632352,2814.51101568,313.438507408,0.0,0.012405536,71.816858568,15.19384516,5.6232767061153845,11.493939393939394,38.49184782602174,0.7609894800129032,0.0,0.5434574047806452,1.0,13,0.8307747842181199
chennai,10113337,2025-10-01,Recommendation Ads,43507388.235134214,48018091.19243172,23534324.27611492,892345.2696,741337.9488,151007.3208,579912.984,74313.4968,0.0,237.9312,161424.9648,76455.8928,2225.750283936,1948.50762624,216.995889744,0.0,0.008588448,49.719363624,10.51881588,0.0,6.254545454545455,32.13076923076923,0.7609894800129032,0.0,0.5434574047806452,0.0,13,0.8307747842181199
chennai,10140052,2025-10-01,Product Booster,228862938.8212285,198184402.12368554,78962053.9329267,2232055.5069,450028.0221,1782027.4848,405637.2036,1620348.876,5315.7564,1739.1504,39075.0621,159939.4584,1533.142288101,427.205707956,1076.945079042,2.9236660199999998,0.758968314,2.334114564,22.974752205,3.7398679334680853,10.068965517229886,19.39942528737931,0.1949387239132258,0.0017221200503225807,0.1752687345932258,1.0,12,0.20162044389524317
chennai,10140052,2025-10-01,Recommendation Ads,28526056.126078393,97539883.28133968,23290272.90927586,1266414.472,255335.048,1011079.424,230148.768,919346.88,3016.0319999999997,986.7520000000001,22170.248,90745.792,869.86796488,242.38621728,611.03266896,1.6588176,0.43062032,1.32432032,13.0353204,0.0,9.8,26.7625,0.1949387239132258,0.0017221200503225807,0.1752687345932258,0.0,12,0.20162044389524317
chennai,10145077,2025-10-01,Product Booster,80615702.53401414,0.0,13807994.667384721,143179.227,57243.8952,85935.3318,50119.353,66655.5192,5260.2144,8036.0646,1864.3278,11243.748,225.670386828,94.780340868,123.678876942,2.89311792,3.51766173,0.146799708,0.65358966,5.75,0.0,0.0,0.38234258592903225,0.030947405990645164,0.3381290096483871,5.0,18,0.39980586848677424
chennai,10147745,2025-10-01,Product Booster,11.107489740226,14.189711238195999,22.579069603696,69517.893,8427.666000000001,61090.227,7761.984,56664.1575,0.0,1365.2685000000001,665.682,3060.801,49.18418889,4.15648614,44.2364082,0.0,0.60928068,0.02916369,0.15285018,8.780634920599999,13.0,28.0,0.10215313179517241,0.0,0.09127309786931034,1.0,6,0.12123017019517553
chennai,10147745,2025-10-01,Recommendation Ads,5.72930459025,12.707436723379999,7.366851260055,41710.7358,5056.5996000000005,36654.1362,4657.1903999999995,33998.4945,0.0,819.1611,399.4092,1836.4806,29.510513334,2.4938916840000003,26.54184492,0.0,0.365568408,0.017498214,0.091710108,0.0,6.333333333333333,25.833333333333332,0.10215313179517241,0.0,0.09127309786931034,0.0,6,0.12123017019517551
chennai,10156714,2025-10-01,Product Booster,1789036497.6141958,1301477778.5685837,3016185383.6298585,2518289.5118,2093916.8598,424372.652,1646776.1648,204276.4256,30552.6316,592.1614,416588.0634,219504.065,5879.9414299479995,5203.484345602,513.321309918,1.222105264,0.02063856,117.929815014,43.96321559,3.5023646445,8.654589371992754,33.23450413223967,0.800550411848387,0.015187803115709678,0.5894845233548387,1.0,16,0.831483771023344
chennai,10156714,2025-10-01,Recommendation Ads,26834316.012638405,4331575.553100648,5260586.6306674,275976.9328,229470.3408,46506.592,180468.6208,22386.457599999998,3348.2336,64.8944,45653.4864,24055.239999999998,644.377143008,570.244859792,56.254390128,0.133929344,0.00226176,12.923815344,4.81788664,0.0,5.46875,31.785714285714285,0.8005504118483872,0.015187803115709678,0.5894845233548387,0.0,16,0.831483771023344
chennai,10156912,2025-10-01,Product Booster,10388673.594565615,281018.5633984098,6002335.655132814,147227.4336,106831.04639999999,40396.3872,92434.10280000001,489.242,0.0,0.0,14396.9436,39907.1452,318.015609288,310.27734816,0.074413924,0.0,0.0,0.921094616,6.742752588,8.204142011788461,12.9947916666875,23.625,0.4916698371,0.0,0.33351815763487097,1.0,8,0.7256191579773622
chennai,10159513,2025-10-01,Recommendation Ads,19691310.081121318,3258183.595402156,3654858.7224954222,218489.4288,153037.968,65451.4608,121014.3792,37210.9104,344.528,100.0976,31679.0608,28140.4528,481.025247408,370.54593856,96.697436656,0.013781120000000001,0.003479488,8.457530816,5.307080768,0.0,0.0,38.5,0.6425319298064517,0.0009218215365806451,0.4789958187774193,0.0,21,0.7004364872045471
chennai,10159648,2025-10-01,Product Booster,1641118794.7713935,20321946.63683674,330292803.73812383,5116.866,0.0,5116.866,0.0,5017.296,0.0,10.818,0.0,88.752,0.42552396,0.0,0.42472146,0.0,0.0003636,0.0,0.0004389,2.4537205387666665,2.37777777765,20.550847457627118,0.0,0.0,0.0,1.0,3,0.0
chennai,10159658,2025-10-01,Product Booster,974090135.0508001,491935529.3125548,1637656951.1521695,1745891.9296,1549427.5888,196464.3408,1244755.2992,105458.4048,3617.1296,323.7584,301055.16,90682.1776,4342.3965368,3958.655858752,306.51874848,0.100498496,0.010928064,57.577390416,19.533112592,3.6205357142857144,5.837837837837838,31.336309523809526,0.8731931534258065,0.002259611394612903,0.6814010845354839,1.0,16,0.8874705029165169
chennai,10159658,2025-10-01,Recommendation Ads,13225116.431841418,1883028.7243428153,2347019.5277640168,249413.1328,221346.7984,28066.3344,177822.1856,15065.4864,516.7328,46.2512,43007.88,12954.5968,620.3423624,565.522265536,43.78839264,0.014356928,0.0015611520000000001,8.225341488,2.790444656,0.0,0.0,23.78125,0.8731931534258064,0.0022596113946129035,0.6814010845354839,0.0,16,0.8874705029165169
chennai,10159798,2025-10-01,Product Booster,439178.1922808066,73394.21306867551,1715629.8573270424,605692.8192,411024.2556,194668.5636,319223.59979999997,108237.1416,904.386,278.0232,90896.2698,86153.3988,1256.23349817,950.251720824,266.333652354,0.03617544,0.0096684,22.820117208,16.782163944,1.0,2.607142857142857,30.33823529411765,0.6221857645,0.0008616805998387097,0.4536015315,1.0,24,0.6786018301205575
chennai,10159799,2025-10-01,Product Booster,106.3360941939,192651.122068118,2057881.0623815686,815636.1888,645356.784,170279.4048,521119.41120000003,64539.6912,10568.544,206.5584,113668.8288,105533.1552,1864.293644688,1641.672595152,169.215353952,0.42274176,0.007045632,26.7868776,26.189030592,16.833333333333332,0.0,0.0,0.7529882743516129,0.016731103587935482,0.5723699055258065,1.0,23,0.7912311798590955
chennai,10160080,2025-10-01,Product Booster,122156322.68055768,0.0,18721884.129953284,689300.2872,298650.4724,390649.8148,257654.5468,293341.8096,24547.6672,37265.8468,16448.2584,60042.1584,1057.325122504,491.737861608,531.156619672,13.50121696,16.345235284,1.04596408,3.5382249,6.223809523821429,13.142857142857142,42.089285714285715,0.41275366401935487,0.02888072011548387,0.3589018381129032,1.0,22,0.43326613661100477
chennai,10160081,2025-10-01,Product Booster,72306833.75228281,0.0,11426364.66935028,492144.0384,313538.148,178605.8904,297804.5028,129524.8836,433.748,16267.4736,15299.8972,32813.5332,777.130642652,538.06805626,229.177104128,0.2385614,6.935927712,0.908554668,1.802438484,6.223809523821429,21.0,38.23076923076923,0.6064538941193549,0.0008092455977419355,0.5704802267935484,1.0,23,0.637086144575352
chennai,10179739,2025-10-01,Product Booster,78575881.7593243,65788369.13749893,48122689.47521894,1298300.7825,277676.8647,1020623.9178,250286.78519999998,930078.5025000001,3279.9348,1073.0928000000001,24110.1447,89472.3225,900.213430644,263.595011292,619.234754907,1.80396414,0.468299598,1.440198348,13.671202359,2.3399854436206895,8.149224806209302,39.361111111114944,0.20645156225645164,0.0017807425264516129,0.18556927774935483,1.0,11,0.21387714499047525
chennai,10179739,2025-10-01,Recommendation Ads,19802862.862349138,69458279.88571979,10616464.180560796,1372915.77,293635.3052,1079280.4648,264671.0832,983531.29,3468.4368,1134.7648,25495.7852,94614.41,951.949834704,278.744149872,654.822959212,1.9076402399999999,0.495213368,1.522968368,14.456903644,0.0,8.44186046511628,24.01086956521739,0.20645156225645162,0.0017807425264516129,0.18556927774935483,0.0,11,0.21387714499047528
chennai,10185710,2025-10-01,Product Booster,161865.48268746585,196761.8723302702,100494.39820766471,68059.3662,26685.9027,41373.4635,20416.8807,31928.1138,1938.2139,163.2465,4330.8081,9282.1032,27.979282962,8.963815176,17.396548983,0.077528556,0.068561082,0.18762763500000001,1.28520153,4.916402116333334,16.555555555555557,13.0,0.3855313351967742,0.02904002052580645,0.29124152269032255,1.0,14,0.39209743184472967
chennai,10185712,2025-10-01,Product Booster,2771114.1489692465,2902965.251076893,1228775.2780268872,68059.3662,26685.9027,41373.4635,20416.8807,31928.1138,1938.2139,163.2465,4330.8081,9282.1032,27.979282962,8.963815176,17.396548983,0.077528556,0.068561082,0.18762763500000001,1.28520153,3.7777777777777777,8.75,12.714285714285714,0.3855313351967742,0.02904002052580645,0.29124152269032255,1.0,14,0.39209743184472967
chennai,10246345,2025-10-01,Product Booster,282805189.2813193,62983496.8986132,114690920.59210324,2564837.2195,494711.6555,2070125.564,445913.238,1861577.28,5843.562,3488.244,42954.8555,205060.04,1721.64839531,469.62329598,1217.907895725,3.2139591,1.51340698,2.56587062,26.823966905,1.7778484513612904,1.796171171162162,21.221064814791667,0.18657431101129032,0.0016587312199999999,0.1677522267129032,1.0,14,0.1928822818613187
chennai,10246345,2025-10-01,Recommendation Ads,30304102.695269793,14836228.01311787,11460732.82108827,959745.5402,185117.9098,774627.6304,166857.8568,696590.208,2186.6232,1305.2784,16073.4298,76732.144,644.229722116,175.730007528,455.73327711,1.20264276,0.566307128,0.960132232,10.037355358000001,0.0,1.6896551724137931,24.45689655172414,0.18657431101129032,0.0016587312199999999,0.1677522267129032,0.0,14,0.1928822818613187
chennai,10246467,2025-10-01,Product Booster,428302684.14723533,127829491.6611891,182436611.08486715,2564872.5285,494711.6555,2070160.873,445913.238,1861577.28,5843.562,3488.244,42954.8555,205095.349,1721.64839531,469.62329598,1217.907895725,3.2139591,1.51340698,2.56587062,26.823966905,2.430922769,3.895569620278481,11.875548245618422,0.18657191885,0.001658661656451613,0.16775012166774192,1.0,14,0.19287962657127425
chennai,10246467,2025-10-01,Recommendation Ads,46467809.96401036,20996618.30167849,13787941.2330768,976306.3173,188309.5979,787996.7194,169734.7164,708600.384,2224.3235999999997,1327.7832,16350.5579,78068.5522,655.337131118,178.759835244,463.590747405,1.22337798,0.576071044,0.976686236,10.210413209,0.0,5.220338983050848,22.076271186440678,0.18657191885000002,0.001658661656451613,0.16775012166774195,0.0,14,0.19287962657127425
chennai,10249409,2025-10-01,Product Booster,64500360.96897146,19253.415366612,53849350.80644998,747630.0037,197215.2378,550414.7659,159238.55,414120.6853,0.0,51578.7997,37976.6878,84715.2809,1064.470351209,268.065339766,766.290130256,0.0,22.759931459,2.328853884,5.026095844,4.465635090109589,4.410958904109589,21.3125,0.2631348984251613,0.0,0.21053951511548388,1.0,13,0.2637872167034326
chennai,10249452,2025-10-01,Product Booster,169252869.9450299,0.0,76314641.37665264,768113.0175,202618.395,565494.6225,163601.25,425466.4575,0.0,52991.917499999996,39017.145,87036.2475,1093.633922475,275.40959565,787.2843804,0.0,23.383491225,2.3926581,5.1637971,3.692960724866667,3.3513513513513513,28.047619047619047,0.2631348984251613,0.0,0.21053951511548388,1.0,13,0.2637872167034326
hyderabad,10000197,2025-10-01,Product Booster,1221249010.6309924,979521120.7630002,697873315.666234,6450786.356,1430979.9692,5019806.3868,1189058.508,4597624.008,63876.8144,21110.09,178044.6468,401072.2888,4215.356413952,815.050096744,3307.487525028,2.555072576,8.907210552,8.768296716,72.588212336,5.0736369910326085,10.576086956521738,20.33423913043478,0.21798618208451612,0.010203646479454839,0.17948869905516127,1.0,18,0.2218303149768738
hyderabad,10000197,2025-10-01,Recommendation Ads,203549768.22027543,463459001.7069395,73072126.112637,4697855.281,1042126.7167,3655728.5643,865944.783,3348269.658,46518.9844,15373.6525,129662.94930000001,292085.2538,3069.8791275519998,593.569092194,2408.713741053,1.860759376,6.486772902,6.385607391,52.863154636,0.0,9.776119402985074,24.79850746268657,0.21798618208451612,0.010203646479454839,0.1794886990551613,0.0,18,0.22183031497687378
hyderabad,10000295,2025-10-01,Product Booster,85950712.4643016,0.0,65388477.49235724,16079044.1921,1526126.767,14552917.4251,1223171.9817,13236880.975,0.0,682868.7699,302954.7853,633167.6802,28924.651971059,1995.123872115,26577.699102086,0.0,294.576044898,21.398083537,35.854868423,1.8814329401284404,0.0,11.044444444444444,0.08877637608516128,0.0,0.06935645406734839,1.0,17,0.09491402279681654
hyderabad,10000296,2025-10-01,Product Booster,613846524.3924961,1057086711.3684099,811830811.7280738,2791052.1052,402466.98960000003,2388585.1156,355508.5934,2212868.716,861.4716,14848.469799999999,46096.9246,160867.9298,4726.232942942,253.397817354,4445.05102541,0.034458864,6.4381140299999995,2.730563494,18.58096379,1.638655462117647,7.352941176470588,13.926470588235293,0.1451899307483871,0.00032021145739451613,0.12787728898758063,1.0,17,0.14419902403475918
hyderabad,10000867,2025-10-01,Recommendation Ads,15607321.42970357,126343.93750444001,9432212.226683393,8618168.85,718504.848,7899664.002,587585.082,7207151.418,0.0,369397.152,130919.766,323115.43200000003,15681.44298198,965.48195214,14529.0789657,0.0,159.28890090000002,9.42931158,18.16385166,0.0,0.0,17.925,0.07576096734387097,0.0,0.06027636648769678,0.0,15,0.0833709411483624
hyderabad,10004350,2025-10-01,Product Booster,1149259356.54032,252193288.23865741,247160786.25440118,4201286.168,1051786.9548,3149499.2132,886669.964,2711852.7936,63876.8144,41566.8236,101240.1764,396079.596,2878.43598794,586.206302604,2207.515761864,2.555072576,17.547347864,4.160028492,60.45147454,2.5416586894347826,8.448148148155555,23.041666666666668,0.27482910830322577,0.021262636332012905,0.2275570833064516,1.0,21,0.2503488009960287
