city_norm,item_id,month,own_avg_osa_wt,own_weighted_osa_wt,own_avg_listed_osa_wt,own_weighted_listed_osa_wt,comp_avg_osa_wt,comp_weighted_osa_wt,comp_avg_listed_osa_wt,comp_weighted_listed_osa_wt,own_osa_avg,own_wt_osa_avg,own_listed_osa_avg,own_wt_listed_osa_avg,comp_osa_avg,comp_wt_osa_avg,comp_listed_osa_avg,comp_wt_listed_osa_avg,own_avg_osa_min,own_wt_osa_min,own_listed_osa_min,own_wt_listed_osa_min,comp_avg_osa_min,comp_wt_osa_min,comp_listed_osa_min,comp_wt_listed_osa_min,own_avg_osa_max,own_listed_osa_max,comp_avg_osa_max,comp_listed_osa_max,num_days_own_oos,num_days_own_wt_oos,num_days_own_listed_oos,num_days_comp_oos,num_days_comp_wt_oos,num_days_comp_listed_oos,num_days_comp_oos_while_tata_ok
pune,10113337,2025-10-01,0.9593941047619047,0.9583183554285716,0.9626719714285714,0.9590643794847621,0.6521939522369523,0.6293422901304764,0.8442174994548287,0.8319879186876189,0.9614526451612904,0.9601870887548387,0.963744129032258,0.9606920638580645,0.6503867925427742,0.628447859883871,0.8429320297342258,0.8321431244354838,0.925926,0.901960982,0.925926,0.9044950543,0.522342679012,0.5096070432,0.676634271605,0.6759626493,1.0,1.0,0.735469382716,0.942662111111,0,0,0,31,31,10,31
pune,10140052,2025-10-01,0.9213751509433962,0.9083724424132075,0.9444092358490567,0.9345761668320755,0.667001423200717,0.6454313819688677,0.8718316190602265,0.8544970472367923,0.9137551935483871,0.8966878779032258,0.938893,0.9270619535193548,0.6666623979003226,0.6452788485225807,0.8749027743804194,0.8582349675903226,0.853659,0.8010593193,0.865854,0.8315243886,0.628773292683,0.6092627294,0.82645245679,0.8036968417,0.987654,1.0,0.69037237037,0.910020333333,0,0,0,31,31,0,31
pune,10144355,2025-10-01,0.8644738333333334,0.8723662033833333,0.96747325,0.9703399265,0.7214570072100833,0.6584122733,0.88497274751975,0.8203948474333335,0.8644211290322581,0.8726070256354839,0.9677722580645162,0.9715164421870968,0.7266064022650968,0.663261795467742,0.8924525212023225,0.8276366400258064,0.839506,0.8508739458,0.907895,0.9260290006,0.655319896104,0.6053255732,0.824520675325,0.7775949805,0.876543,1.0,0.768499594595,0.952003162162,0,0,0,31,31,0,31
pune,10144356,2025-10-01,0.8082618000000001,0.7975632534074999,0.8769161499999999,0.8720099758324998,0.7304040943479749,0.7119300925050001,0.8935355695795251,0.8814208247875,0.7996279677419355,0.7871719032580644,0.8835734516129032,0.8761047819967741,0.7334527408282904,0.7141253978064516,0.8938482657678387,0.8808567251387097,0.731707,0.7254817598,0.805195,0.794477788,0.636297292683,0.6312835816,0.836092219512,0.8394800478,0.91358,0.957143,0.79054375,0.9350328,18,21,0,31,31,0,13
pune,10147745,2025-10-01,0.82303316,0.8436049929733332,0.8798807066666667,0.8932655439839999,0.6768151786736935,0.6325115079160001,0.9073123400111865,0.846738564832,0.8031199677419355,0.8272631842419355,0.8847082580645161,0.8986024527419355,0.6588408993064193,0.602421562932258,0.8894303534324194,0.8142721166064517,0.62963,0.6535442743,0.75,0.7739153422,0.583333324324,0.465918247,0.821025033898,0.6125749519,0.914634,1.0,0.741333373333,0.937777786667,12,11,5,31,31,0,19
pune,10156714,2025-10-01,0.9559536183206105,0.9596438767221376,0.9582062824427481,0.9608960262870231,0.595124063699168,0.5751200082648854,0.8438843748456109,0.8268069495198472,0.9578490322580645,0.9617381978645161,0.960523064516129,0.9630023377451613,0.5913876768269355,0.5711722247903226,0.842363206152871,0.8248378197129033,0.901235,0.9171854018,0.901235,0.9171854018,0.537267358025,0.5149399341,0.796778962963,0.7788740303,1.0,1.0,0.65899591358,0.912663654321,0,0,0,31,31,2,31
pune,10156912,2025-10-01,0.074074,0.06409624454666667,0.9444443333333333,0.9487161735999999,0.5478118245613334,0.08386833604666666,0.8070037122806667,0.12800693683333333,0.06997012903225806,0.05693443738967742,0.8417819999999999,0.7577313627451613,0.5381387161041613,0.0860096659451613,0.793497413099129,0.13386368979387095,0.049383,0.02806051385,0.666667,0.4230724852,0.413016,0.05550900106,0.657089736842,0.07937427061,0.08642,1.0,0.668366545455,0.978535363636,31,31,9,31,31,16,0
pune,10159086,2025-10-01,0.9050297357512953,0.9009087562202074,0.9052512694300517,0.9009089380005182,0.7559872522757565,0.7431055666689119,0.9140758639169013,0.9095868606481865,0.9094084193548387,0.9061392883161291,0.9097532258064516,0.9061395712483872,0.7583676778816774,0.7453493665967742,0.9169082378804839,0.9124877238354838,0.814815,0.7915594767,0.814815,0.7915594767,0.724368160494,0.7080743373,0.889716074074,0.8785000738,1.0,1.0,0.791523851852,0.95395991358,0,1,0,31,31,0,31
pune,10159513,2025-10-01,0.9403326781609194,0.9374874304666668,0.9554795862068965,0.9532629029344828,0.5969414978440344,0.5788382642678163,0.8561766939706896,0.8426260562827586,0.9423754838709678,0.940702941983871,0.9566936129032259,0.9552936392774193,0.5972786165460645,0.5780713973999999,0.8593039842192257,0.8442307519903226,0.901235,0.8909469136,0.924051,0.9135025316,0.55353845679,0.5367388541,0.810971901235,0.8019532977,1.0,1.0,0.662911740741,0.91386697561,0,0,0,31,31,0,31
pune,10159648,2025-10-01,0.1104004,0.264692677572,0.756335,0.8191485832279999,0.42349955544596,0.260247485816,0.60022686775632,0.316838072224,0.10735196774193548,0.27246044694193544,0.7451748387096774,0.8177200143741935,0.42732401023238714,0.2675726746548387,0.6002257383614193,0.3236385360483871,0.060976,0.1510013609,0.533333,0.5400187194,0.346491210526,0.1892658174,0.482456157895,0.2211034862,0.135802,1.0,0.587719315789,0.807017578947,31,31,22,31,31,29,0
