city_norm,item_id,month,own_mrp_sales_wt,own_price_sales_wt,own_discount_sales_wt,comp_price_sales_wt,comp_discount_sales_wt,price_index_sales_wt,discount_index_sales_wt,price_gap_sales_wt,sku_count_sales_wt,own_mrp_avg,own_price_avg,own_discount_avg,comp_price_avg,comp_discount_avg,price_index_avg,discount_index_avg,price_gap_avg,sku_count_avg,own_price_min,own_discount_max,comp_price_min,comp_discount_max,price_gap_min,price_index_min,comp_abs_min_price,num_tata_discount_days,num_comp_discount_days,num_days_tata_cheaper,num_days_comp_cheaper
ludhiana,10037406,2025-10-01,190.0,159.0,0.16315789470000003,162.57609634670627,0.10071712477818753,0.9827480506859375,1.8752197499565626,28.469381221965627,10.643023961840626,190.0,159.0,0.1631578947,161.0910870220968,0.10955631611951613,0.9922541687467742,1.7154161022612902,28.993264269725806,10.731798166467742,159.0,0.1631578947,147.331612801,0.1657894737,18.555575,0.8833333333,124.0,62,62,31,0
ludhiana,10037407,2025-10-01,189.9457717567816,161.95119458109195,0.1473826916862069,159.01228044772415,0.11424732873316093,1.0232741662965514,1.493090716286207,32.18761569306321,10.770803132862069,189.96956221187097,161.9726059906774,0.1473764310419355,161.10341397096775,0.10963341344709678,1.0106692332129033,1.5434544596290323,32.043073473096776,10.719430378338709,160.767091874,0.1477289205,147.331612801,0.1657894737,21.864853689,0.9,124.0,62,62,26,0
ludhiana,10065362,2025-10-01,781.8649804293615,572.2407152954756,0.268307351860326,559.178114509837,0.1559681693438587,1.0323532615171194,2.2340638617589677,225.74522194573913,4.249911456872282,782.1230942305253,586.0748878162034,0.25083971888474577,562.7565731729322,0.1499549935740678,1.052490342718644,2.205530123116949,242.7598112411695,4.124501018745763,469.0,0.3987179487,458.666666667,0.2785563302,64.245352891,0.838488179,276.0,59,59,33,0
ludhiana,10073508,2025-10-01,930.0,763.0,0.1795698925,,,,1.3287870552710528,,,930.0,763.0,0.1795698925,605.8539005986923,0.11096192586211538,1.1733798645673077,1.4179502294081967,129.88966314323076,0.964277278825,763.0,0.1795698925,368.739928183,0.2267605634,87.319773442,0.8753775737,549.0,61,52,6,0
ludhiana,10073514,2025-10-01,175.0,167.0,0.04571428571,155.76018355267345,0.03584264390306122,1.0745772267993199,1.6048533392491837,78.234295342483,15.075440243619049,175.0,167.0,0.04571428571,155.11593715208772,0.03836152140561403,1.079046737391228,1.4981868645656142,78.66250342877193,15.475125256035087,167.0,0.04571428571,133.5,0.0875,68.0,0.9823529412,87.0,57,53,2,0
ludhiana,10073515,2025-10-01,334.811020822125,301.8299187399125,0.09850659481725002,298.55110511670006,0.07216980109524998,1.0177610128062498,1.4120349944500001,61.349678430462504,15.1004517429,334.77492973504843,301.79743676153225,0.09850642907177419,300.07950133322583,0.06838499714725807,1.012985869117742,1.4420722728448387,62.36191364980645,15.074282179322582,300.967186993,0.09850746269,250.0,0.1126793535,50.999980953,0.9151515152,157.0,62,60,37,0
ludhiana,10110034,2025-10-01,447.3099205170313,300.0,0.32919154277500007,401.052718537875,0.14511654083124997,0.75039900418125,2.3271015789062504,-57.7895312458125,3.9273856704375,447.0864931248226,300.0,0.328840287866129,404.2287554245484,0.14466925891774193,0.7439278441806452,2.3424199216129034,-66.80581821351612,3.7453324167580644,300.0,0.3318485523,365.752081736,0.2364212702,-99.0,0.6993006993,253.0,62,62,62,62
ludhiana,10113337,2025-10-01,711.9392062407812,501.0,0.29432725437187507,592.420264877875,0.21776328293124997,0.8581995060343749,1.49393630295625,45.14598726803125,5.5375430695,711.0252811307581,501.0,0.2934119590612903,591.7586586917743,0.21404289907951612,0.8563791607580645,1.5546309442935484,47.406704590500006,5.359958618177419,501.0,0.332,439.0,0.4138851802,-166.0,0.7036516854,251.0,62,62,55,11
ludhiana,10140052,2025-10-01,240.0,228.0,0.049999999999999996,174.5035462164275,0.12096038293519087,1.3191042802977098,0.4862083133083969,68.44411685303817,9.623051083320611,240.0,228.0,0.05,174.7245240982623,0.11914300798868853,1.3166221916229508,0.4876384888114754,67.69852511080327,9.624996024196722,228.0,0.05,151.0,0.1700292398,57.0,1.150662006,146.0,61,61,0,0
ludhiana,10156714,2025-10-01,350.0,264.0,0.2457142857,216.166666667,0.3357941532,1.221279877,0.7317408103,98.0,6.0,350.0,264.0,0.2457142857,216.166666667,0.3357941532,1.221279877,0.7317408103,98.0,6.0,264.0,0.2457142857,216.166666667,0.3357941532,98.0,1.221279877,166.0,1,1,0,0
ludhiana,10156912,2025-10-01,440.0,312.0,0.2909090909,393.85000609490004,0.13523570182000003,0.76071256347,2.1165983486,-39.279622936100004,3.9046528056,440.0,312.0,0.2909090909,399.9710340346923,0.13777489098205128,0.7746304515384616,2.1612778356410254,-45.39277968874359,3.540310891025641,312.0,0.2909090909,307.275506166,0.1975693419,-87.0,0.631887645,253.0,39,39,39,32
ludhiana,10159086,2025-10-01,345.6813005293435,292.5396765496816,0.15361490014812162,307.6607552665438,0.06274789241023256,0.9590126575194992,2.2174031452307696,52.59989809501789,15.883570566114487,346.29083533211667,293.0248093167,0.15368375279333335,307.27178121435,0.06472507922433333,0.9626629730166666,2.2123228375666666,52.80873672748333,15.9201639587,264.0,0.2281099223,250.0,0.09609174287,16.888933333,0.7285714286,157.0,60,56,47,0
ludhiana,10159513,2025-10-01,340.0,258.0,0.24117647059999997,236.45857709748077,0.23927451691346152,1.0959646743807692,1.2536456378115386,73.83123557350001,5.199997696192308,340.0,258.0,0.2411764706,236.95281082507546,0.23506524154528302,1.0933599848509434,1.2749826137622642,73.53419798775471,5.081260253867924,258.0,0.2411764706,213.0,0.3868088396,23.0,0.9637132679,166.0,53,53,2,0
ludhiana,10159658,2025-10-01,698.2461897668,494.0,0.29144200666,583.6393785594,0.23141171434,0.86691227962,1.3163266975599999,73.93401728559999,7.8493069358,699.1401813724616,494.0,0.29231965342051286,532.5303494713334,0.2813252862333333,0.9390447987051282,1.0741431252102562,95.64863616674359,7.21650215471795,494.0,0.3083356326,437.571428571,0.3675693867,37.584891997,0.7417417417,258.0,39,39,36,0
ludhiana,10159659,2025-10-01,200.0,161.0,0.195,,,,0.195,,,200.0,161.0,0.195,,,,0.195,,,161.0,0.195,,,,,,10,0,0,0
