,city_norm,item_id,item_name,category,qty_sold
2796,bareilly,10159798,Tata Coffee Grand Premium Instant Coffee(Packet),"Tea, Coffee & Health Drinks",8.0
2797,bareilly,10159798,Tata Coffee Grand Premium Instant Coffee(Packet),"Tea, Coffee & Milk Drinks",38.0
2798,bareilly,10159799,Tata Coffee Grand Premium - Instant Coffee,"Tea, Coffee & Health Drinks",12.0
2799,bareilly,10159799,Tata Coffee Grand Premium - Instant Coffee(Jar),"Tea, Coffee & Health Drinks",33.0
2800,bareilly,10159799,Tata Coffee Grand Premium - Instant Coffee(Jar),"Tea, Coffee & Milk Drinks",23.0
2801,bareilly,10159799,Tata Coffee Grand Premium Instant Coffee (90 g),"Tea, Coffee & Health Drinks",36.0
2802,bareilly,10160080,Tata Tea Gold Vita Care Tea,"Tea, Coffee & Health Drinks",96.0
2803,bareilly,10160080,Tata Tea Gold Vita Care Tea(Pack),"Tea, Coffee & Health Drinks",10.0
2804,bareilly,10160080,Tata Tea Gold Vita Care Tea(Pack),"Tea, Coffee & Milk Drinks",18.0
2805,bareilly,10160081,Tata Tea Gold Vita Care Tea,"Tea, Coffee & Health Drinks",36.0
2806,bareilly,10160081,Tata Tea Gold Vita Care Tea,"Tea, Coffee & Milk Drinks",8.0
2807,bareilly,10160085,Tetley Kahwa Green Tea Bags,"Tea, Coffee & Health Drinks",16.0
2808,bareilly,10160085,Tetley Kahwa Green Tea Bags,"Tea, Coffee & Milk Drinks",3.0
2809,bareilly,10165592,Tata Tea Agni Elaichi Tea Leaves,"Tea, Coffee & Health Drinks",1555.0
2810,bareilly,10165592,Tata Tea Agni Elaichi Tea Leaves(Packet),"Tea, Coffee & Health Drinks",115.0
2811,bareilly,10165592,Tata Tea Agni Elaichi Tea Leaves(Packet),"Tea, Coffee & Milk Drinks",391.0
2812,bareilly,10179487,Tata Tea Agni Tea,"Tea, Coffee & Health Drinks",56.0
2813,bareilly,10179487,Tata Tea Agni Tea,"Tea, Coffee & Milk Drinks",12.0
2814,bareilly,10179739,"Organic India Tulsi Detox Kahwa (Tea, Infusion Bags)(Box)","Tea, Coffee & Health Drinks",109.0
2815,bareilly,10179739,"Organic India Tulsi Detox Kahwa (Tea, Infusion Bags)(Box)","Tea, Coffee & Milk Drinks",80.0
2816,bareilly,10185710,Tetley Ginger Mint & Lemon Flavoured Green Tea Bags(Box),"Tea, Coffee & Milk Drinks",9.0
2817,bareilly,10185712,Tetley Lemon & Honey Flavoured Green Tea Bags(Box),"Tea, Coffee & Milk Drinks",18.0
2818,bareilly,10192259,Tata Tea Premium Care Leaf Tea,"Tea, Coffee & Health Drinks",41.0
2819,bareilly,10192259,Tata Tea Premium Care Leaf Tea(Pack),"Tea, Coffee & Health Drinks",36.0
2820,bareilly,10192259,Tata Tea Premium Care Leaf Tea(Pack),"Tea, Coffee & Milk Drinks",89.0
2821,bareilly,10218950,Tata Tea Premium Care Leaf Tea(Pouch),"Tea, Coffee & Health Drinks",36.0
2822,bareilly,10218950,Tata Tea Premium Care Leaf Tea(Pouch),"Tea, Coffee & Milk Drinks",25.0
2823,bareilly,10246467,"Tetley Slim Care Green Tea Bags (With L-Carnitine, Lemon & Honey)(Box)","Tea, Coffee & Milk Drinks",32.0
2824,bareilly,10246630,Tetley Classic Green Tea Bags (With Added Vitamin C)(Pouch),"Tea, Coffee & Milk Drinks",1.0
2825,batala,10000197,Organic India Tulsi Classic Green Tea Bags(Pack),"Tea, Coffee & Health Drinks",13.0
2826,batala,10000197,Organic India Tulsi Classic Green Tea Bags(Pack),"Tea, Coffee & Milk Drinks",26.0
2827,batala,10000295,Tata Tea Gold(Pack),"Tea, Coffee & Health Drinks",14.0
2828,batala,10000295,Tata Tea Gold(Pack),"Tea, Coffee & Milk Drinks",22.0
2829,batala,10000296,Tetley Immune with Added Vitamin C Green Tea (100 g)(Pack),"Tea, Coffee & Health Drinks",4.0
2830,batala,10000296,Tetley Immune with Added Vitamin C Green Tea (100 g)(Pack),"Tea, Coffee & Milk Drinks",6.0
2831,batala,10000867,Tata Tea Premium Tea(Pack),"Tea, Coffee & Health Drinks",82.0
2832,batala,10000867,Tata Tea Premium Tea(Pack),"Tea, Coffee & Milk Drinks",122.0
2833,batala,10002610,Tata Tea Agni Special Blend Tea(Pouch),"Tea, Coffee & Health Drinks",7.0
2834,batala,10002610,Tata Tea Agni Special Blend Tea(Pouch),"Tea, Coffee & Milk Drinks",15.0
2835,batala,10004348,Organic India Tulsi Ginger Tea Bags(Pack),"Tea, Coffee & Health Drinks",2.0
2836,batala,10004348,Organic India Tulsi Ginger Tea Bags(Pack),"Tea, Coffee & Milk Drinks",6.0
2837,batala,10004350,Organic India Tulsi Honey Chamomile Tea Bags(Pack),"Tea, Coffee & Health Drinks",9.0
2838,batala,10004350,Organic India Tulsi Honey Chamomile Tea Bags(Pack),"Tea, Coffee & Milk Drinks",13.0
2839,batala,10004351,Organic India Lemon Ginger Tulsi Green Tea Bags(Pack),"Tea, Coffee & Health Drinks",10.0
2840,batala,10004351,Organic India Lemon Ginger Tulsi Green Tea Bags(Pack),"Tea, Coffee & Milk Drinks",26.0
2841,batala,10004353,Organic India Tulsi Mulethi Tea Bags(Pack),"Tea, Coffee & Health Drinks",1.0
2842,batala,10004353,Organic India Tulsi Mulethi Tea Bags(Pack),"Tea, Coffee & Milk Drinks",1.0
2843,batala,10005131,Tata Tea Premium Tea(Pouch),"Tea, Coffee & Health Drinks",32.0
2844,batala,10005131,Tata Tea Premium Tea(Pouch),"Tea, Coffee & Milk Drinks",73.0
2845,batala,10005305,Tata Tea Premium Tea Bags(Pack),"Tea, Coffee & Health Drinks",5.0
2846,batala,10005305,Tata Tea Premium Tea Bags(Pack),"Tea, Coffee & Milk Drinks",7.0
2847,batala,10005887,Tetley Lemon & Honey Green Tea Bags (with added Vitamin C)(Pack),"Tea, Coffee & Health Drinks",1.0
2848,batala,10005893,Tetley Original Black Tea - Tea Bags(Pack),"Tea, Coffee & Health Drinks",10.0
2849,batala,10005893,Tetley Original Black Tea - Tea Bags(Pack),"Tea, Coffee & Milk Drinks",20.0
2850,batala,10006105,Tata Tea Gold(Pouch),"Tea, Coffee & Health Drinks",10.0
2851,batala,10006105,Tata Tea Gold(Pouch),"Tea, Coffee & Milk Drinks",24.0
2852,batala,10006205,Tata Tea Premium Tea 1 Kg(Pouch),"Tea, Coffee & Health Drinks",21.0
2853,batala,10006205,Tata Tea Premium Tea 1 Kg(Pouch),"Tea, Coffee & Milk Drinks",69.0
2854,batala,10006207,Tata Tea Gold(Pouch),"Tea, Coffee & Health Drinks",36.0
2855,batala,10006207,Tata Tea Gold(Pouch),"Tea, Coffee & Milk Drinks",48.0
2856,batala,10006611,Organic India Tulsi Original Green Tea (Classic)(Pack),"Tea, Coffee & Milk Drinks",9.0
2857,batala,10006611,Organic India Tulsi Original Green Tea(Pack),"Tea, Coffee & Health Drinks",14.0
2858,batala,10007027,Tata Tea Agni Special Blend Tea(Pouch),"Tea, Coffee & Health Drinks",85.0
2859,batala,10007027,Tata Tea Agni Special Blend Tea(Pouch),"Tea, Coffee & Milk Drinks",142.0
2860,batala,10007028,Tata Tea Agni Strong Tea(Pouch),"Tea, Coffee & Health Drinks",8.0
2861,batala,10007028,Tata Tea Agni Strong Tea(Pouch),"Tea, Coffee & Milk Drinks",16.0
2862,batala,10007377,Tata Tea Gold(Pouch),"Tea, Coffee & Health Drinks",24.0
2863,batala,10007377,Tata Tea Gold(Pouch),"Tea, Coffee & Milk Drinks",37.0
2864,batala,10007924,Tata Tea Premium Tea(Pouch),"Tea, Coffee & Health Drinks",25.0
2865,batala,10007924,Tata Tea Premium Tea(Pouch),"Tea, Coffee & Milk Drinks",33.0
2866,batala,10011132,"Tetley Ginger, Mint & Lemon Green Tea Bags (Immune with Added Vitamin C)(Packet)","Tea, Coffee & Milk Drinks",1.0
2867,batala,10015803,Tetley Immune with Added Vitamin C Green Tea (250 g)(Pack),"Tea, Coffee & Health Drinks",1.0
2868,batala,10015803,Tetley Immune with Added Vitamin C Green Tea (250 g)(Pack),"Tea, Coffee & Milk Drinks",2.0
2869,batala,10015807,Tata Coffee Grand Classic- Instant Coffee(Pouch),"Tea, Coffee & Health Drinks",3.0
2870,batala,10015807,Tata Coffee Grand Classic- Instant Coffee(Pouch),"Tea, Coffee & Milk Drinks",4.0
2871,batala,10015808,Tata Coffee Grand Classic Instant Coffee(Jar),"Tea, Coffee & Health Drinks",1.0
2872,batala,10015808,Tata Coffee Grand Classic Instant Coffee(Jar),"Tea, Coffee & Milk Drinks",1.0
2873,batala,10037403,Tetley Classic Green Tea Bags (Immune with added Vitamin C)(Pack),"Tea, Coffee & Health Drinks",2.0
2874,batala,10037403,Tetley Classic Green Tea Bags (Immune with added Vitamin C)(Pack),"Tea, Coffee & Milk Drinks",3.0
2875,batala,10037406,Tetley Lemon & Honey Green Tea Bags(Pack),"Tea, Coffee & Health Drinks",12.0
2876,batala,10037406,Tetley Lemon & Honey Green Tea Bags(Pack),"Tea, Coffee & Milk Drinks",21.0
2877,batala,10037407,"Tetley Ginger, Mint & Lemon Green Tea Bags (Immune with added Vitamin C)(Pack)","Tea, Coffee & Health Drinks",12.0
2878,batala,10037407,"Tetley Ginger, Mint & Lemon Green Tea Bags (Immune with added Vitamin C)(Pack)","Tea, Coffee & Milk Drinks",22.0
2879,batala,10065362,Tata Tea Premium(Pouch),"Tea, Coffee & Health Drinks",22.0
2880,batala,10065362,Tata Tea Premium(Pouch),"Tea, Coffee & Milk Drinks",41.0
2881,batala,10073508,Tata Tea Gold Tea (1.5 kg)(Pouch),"Tea, Coffee & Health Drinks",5.0
2882,batala,10073508,Tata Tea Gold Tea (1.5 kg)(Pouch),"Tea, Coffee & Milk Drinks",7.0
2883,batala,10073514,Tata Tea Gold Care(Box),"Tea, Coffee & Health Drinks",9.0
2884,batala,10073514,Tata Tea Gold Care(Box),"Tea, Coffee & Milk Drinks",8.0
2885,batala,10073515,Tata Tea Gold Care Tea(Box),"Tea, Coffee & Health Drinks",1.0
2886,batala,10073515,Tata Tea Gold Care Tea(Box),"Tea, Coffee & Milk Drinks",7.0
2887,batala,10110034,Tata Coffee Gold 100% Pure Instant Coffee (Original)(Jar),"Tea, Coffee & Milk Drinks",3.0
2888,batala,10113337,Tata Coffee Gold 100% Pure Instant Coffee (Original)(Jar),"Tea, Coffee & Milk Drinks",1.0
2889,batala,10140052,Organic India Tulsi Honey Lemon Green Tea Bags(Box),"Tea, Coffee & Health Drinks",14.0
2890,batala,10140052,Organic India Tulsi Honey Lemon Green Tea Bags(Box),"Tea, Coffee & Milk Drinks",14.0
2891,batala,10156714,Tata Coffee Grand Classic- Instant Coffee(Pouch),"Tea, Coffee & Milk Drinks",1.0
2892,batala,10156912,Tata Coffee Gold Hazelnut Flavoured Instant Coffee(Bottle),"Tea, Coffee & Health Drinks",3.0
2893,batala,10156912,Tata Coffee Gold Hazelnut Flavoured Instant Coffee(Bottle),"Tea, Coffee & Milk Drinks",1.0
2894,batala,10159086,Tata Tea Agni Elaichi Tea Leaves,"Tea, Coffee & Health Drinks",50.0
2895,batala,10159086,Tata Tea Agni Elaichi Tea Leaves,"Tea, Coffee & Milk Drinks",2.0
2896,batala,10159086,Tata Tea Agni Elaichi Tea Leaves(Pack),"Tea, Coffee & Milk Drinks",38.0
2897,batala,10159513,Tata Coffee Grand Classic Instant Coffee(Jar),"Tea, Coffee & Milk Drinks",3.0
2898,batala,10159658,Tata Coffee Grand Classic- Instant Coffee(Pouch),"Tea, Coffee & Milk Drinks",1.0
2899,batala,10159797,Tata Coffee Grand Premium Instant Coffee(Packet),"Tea, Coffee & Health Drinks",2.0
2900,batala,10159798,Tata Coffee Grand Premium Instant Coffee(Packet),"Tea, Coffee & Milk Drinks",4.0
2901,batala,10159799,Tata Coffee Grand Premium - Instant Coffee(Jar),"Tea, Coffee & Health Drinks",1.0
2902,batala,10159799,Tata Coffee Grand Premium - Instant Coffee(Jar),"Tea, Coffee & Milk Drinks",1.0
2903,batala,10160080,Tata Tea Gold Vita Care Tea(Pack),"Tea, Coffee & Health Drinks",2.0
2904,batala,10160080,Tata Tea Gold Vita Care Tea(Pack),"Tea, Coffee & Milk Drinks",4.0
2905,batala,10160081,Tata Tea Gold Vita Care Tea,"Tea, Coffee & Health Drinks",1.0
2906,batala,10160081,Tata Tea Gold Vita Care Tea,"Tea, Coffee & Milk Drinks",3.0
2907,batala,10165592,Tata Tea Agni Elaichi Tea Leaves,"Tea, Coffee & Health Drinks",14.0
2908,batala,10165592,Tata Tea Agni Elaichi Tea Leaves(Packet),"Tea, Coffee & Health Drinks",22.0
2909,batala,10165592,Tata Tea Agni Elaichi Tea Leaves(Packet),"Tea, Coffee & Milk Drinks",94.0
2910,batala,10179487,Tata Tea Agni Tea,"Tea, Coffee & Health Drinks",5.0
2911,batala,10179487,Tata Tea Agni Tea,"Tea, Coffee & Milk Drinks",8.0
2912,batala,10179739,"Organic India Tulsi Detox Kahwa (Tea, Infusion Bags)(Box)","Tea, Coffee & Health Drinks",6.0
2913,batala,10179739,"Organic India Tulsi Detox Kahwa (Tea, Infusion Bags)(Box)","Tea, Coffee & Milk Drinks",12.0
2914,batala,10185710,Tetley Ginger Mint & Lemon Flavoured Green Tea Bags(Box),"Tea, Coffee & Milk Drinks",1.0
2915,batala,10185712,Tetley Lemon & Honey Flavoured Green Tea Bags(Box),"Tea, Coffee & Milk Drinks",3.0
2916,batala,10192259,Tata Tea Premium Care Leaf Tea,"Tea, Coffee & Health Drinks",4.0
2917,batala,10192259,Tata Tea Premium Care Leaf Tea(Pack),"Tea, Coffee & Health Drinks",2.0
2918,batala,10192259,Tata Tea Premium Care Leaf Tea(Pack),"Tea, Coffee & Milk Drinks",13.0
2919,batala,10218950,Tata Tea Premium Care Leaf Tea(Pouch),"Tea, Coffee & Health Drinks",2.0
2920,batala,10218950,Tata Tea Premium Care Leaf Tea(Pouch),"Tea, Coffee & Milk Drinks",2.0
2921,batala,10246467,"Tetley Slim Care Green Tea Bags (With L-Carnitine, Lemon & Honey)(Box)","Tea, Coffee & Milk Drinks",5.0
2922,batala,10246630,Tetley Classic Green Tea Bags (With Added Vitamin C)(Pouch),"Tea, Coffee & Milk Drinks",3.0
2923,bathinda,10000197,Organic India Tulsi Classic Green Tea Bags,"Tea, Coffee & Health Drinks",96.0
2924,bathinda,10000197,Organic India Tulsi Classic Green Tea Bags(Pack),"Tea, Coffee & Health Drinks",69.0
2925,bathinda,10000197,Organic India Tulsi Classic Green Tea Bags(Pack),"Tea, Coffee & Milk Drinks",32.0
2926,bathinda,10000295,Tata Tea Gold,"Tea, Coffee & Health Drinks",164.0
2927,bathinda,10000295,Tata Tea Gold(Pack),"Tea, Coffee & Health Drinks",139.0
2928,bathinda,10000295,Tata Tea Gold(Pack),"Tea, Coffee & Milk Drinks",131.0
2929,bathinda,10000296,Tetley Immune with Added Vitamin C Green Tea (100 g),"Tea, Coffee & Health Drinks",17.0
2930,bathinda,10000296,Tetley Immune with Added Vitamin C Green Tea (100 g)(Pack),"Tea, Coffee & Health Drinks",5.0
2931,bathinda,10000296,Tetley Immune with Added Vitamin C Green Tea (100 g)(Pack),"Tea, Coffee & Milk Drinks",5.0
2932,bathinda,10000867,Tata Tea Premium Tea,"Tea, Coffee & Health Drinks",225.0
2933,bathinda,10000867,Tata Tea Premium Tea(Pack),"Tea, Coffee & Health Drinks",182.0
2934,bathinda,10000867,Tata Tea Premium Tea(Pack),"Tea, Coffee & Milk Drinks",147.0
2935,bathinda,10002610,Tata Tea Agni Special Blend Tea(Pouch),"Tea, Coffee & Health Drinks",153.0
2936,bathinda,10002610,Tata Tea Agni Special Blend Tea(Pouch),"Tea, Coffee & Milk Drinks",26.0
2937,bathinda,10004348,Organic India Tulsi Ginger Tea Bags,"Tea, Coffee & Health Drinks",12.0
2938,bathinda,10004348,Organic India Tulsi Ginger Tea Bags(Pack),"Tea, Coffee & Health Drinks",7.0
2939,bathinda,10004348,Organic India Tulsi Ginger Tea Bags(Pack),"Tea, Coffee & Milk Drinks",9.0
2940,bathinda,10004350,Organic India Tulsi Honey Chamomile Tea Bags,"Tea, Coffee & Health Drinks",38.0
2941,bathinda,10004350,Organic India Tulsi Honey Chamomile Tea Bags(Pack),"Tea, Coffee & Health Drinks",62.0
2942,bathinda,10004350,Organic India Tulsi Honey Chamomile Tea Bags(Pack),"Tea, Coffee & Milk Drinks",35.0
2943,bathinda,10004351,Organic India Lemon Ginger Tulsi Green Tea Bags,"Tea, Coffee & Health Drinks",80.0
2944,bathinda,10004351,Organic India Lemon Ginger Tulsi Green Tea Bags(Pack),"Tea, Coffee & Health Drinks",37.0
2945,bathinda,10004351,Organic India Lemon Ginger Tulsi Green Tea Bags(Pack),"Tea, Coffee & Milk Drinks",24.0
2946,bathinda,10004353,Organic India Tulsi Mulethi Tea Bags,"Tea, Coffee & Health Drinks",6.0
2947,bathinda,10004353,Organic India Tulsi Mulethi Tea Bags(Pack),"Tea, Coffee & Health Drinks",12.0
2948,bathinda,10004353,Organic India Tulsi Mulethi Tea Bags(Pack),"Tea, Coffee & Milk Drinks",16.0
2949,bathinda,10005131,Tata Tea Premium Tea(Pouch),"Tea, Coffee & Health Drinks",133.0
2950,bathinda,10005131,Tata Tea Premium Tea(Pouch),"Tea, Coffee & Milk Drinks",60.0
2951,bathinda,10005305,Tata Tea Premium Tea Bags,"Tea, Coffee & Health Drinks",18.0
2952,bathinda,10005305,Tata Tea Premium Tea Bags(Pack),"Tea, Coffee & Health Drinks",13.0
2953,bathinda,10005305,Tata Tea Premium Tea Bags(Pack),"Tea, Coffee & Milk Drinks",7.0
2954,bathinda,10005887,Tetley Lemon & Honey Green Tea Bags,"Tea, Coffee & Health Drinks",4.0
2955,bathinda,10005887,Tetley Lemon & Honey Green Tea Bags (Immune with added Vitamin C),"Tea, Coffee & Health Drinks",2.0
2956,bathinda,10005887,Tetley Lemon & Honey Green Tea Bags (with added Vitamin C)(Pack),"Tea, Coffee & Health Drinks",3.0
2957,bathinda,10005887,Tetley Lemon & Honey Green Tea Bags (with added Vitamin C)(Pack),"Tea, Coffee & Milk Drinks",1.0
2958,bathinda,10005893,Tetley Original Black Tea - Tea Bags,"Tea, Coffee & Health Drinks",38.0
2959,bathinda,10005893,Tetley Original Black Tea - Tea Bags(Pack),"Tea, Coffee & Health Drinks",27.0
2960,bathinda,10005893,Tetley Original Black Tea - Tea Bags(Pack),"Tea, Coffee & Milk Drinks",15.0
2961,bathinda,10006105,Tata Tea Gold Black Tea(Pouch),"Tea, Coffee & Health Drinks",14.0
2962,bathinda,10006105,Tata Tea Gold(Pouch),"Tea, Coffee & Health Drinks",91.0
2963,bathinda,10006105,Tata Tea Gold(Pouch),"Tea, Coffee & Milk Drinks",35.0
2964,bathinda,10006205,Tata Tea Premium Tea 1 Kg(Pouch),"Tea, Coffee & Health Drinks",6.0
2965,bathinda,10006205,Tata Tea Premium Tea 1 Kg(Pouch),"Tea, Coffee & Milk Drinks",19.0
2966,bathinda,10006207,Tata Tea Gold(Pouch),"Tea, Coffee & Health Drinks",240.0
2967,bathinda,10006207,Tata Tea Gold(Pouch),"Tea, Coffee & Milk Drinks",68.0
2968,bathinda,10006611,Organic India Tulsi Original Green Tea,"Tea, Coffee & Health Drinks",34.0
2969,bathinda,10006611,Organic India Tulsi Original Green Tea (Classic)(Pack),"Tea, Coffee & Milk Drinks",17.0
2970,bathinda,10006611,Organic India Tulsi Original Green Tea(Pack),"Tea, Coffee & Health Drinks",42.0
2971,bathinda,10006611,Organic India Tulsi Original Green Tea(Pack),"Tea, Coffee & Milk Drinks",3.0
2972,bathinda,10007027,Tata Tea Agni Special Blend Tea(Pouch),"Tea, Coffee & Health Drinks",1302.0
2973,bathinda,10007027,Tata Tea Agni Special Blend Tea(Pouch),"Tea, Coffee & Milk Drinks",244.0
2974,bathinda,10007028,Tata Tea Agni Special Blend Tea(Pouch),"Tea, Coffee & Health Drinks",49.0
2975,bathinda,10007028,Tata Tea Agni Strong Tea(Pouch),"Tea, Coffee & Health Drinks",17.0
2976,bathinda,10007028,Tata Tea Agni Strong Tea(Pouch),"Tea, Coffee & Milk Drinks",13.0
2977,bathinda,10007028,Tata Tea Agni Tea(Pouch),"Tea, Coffee & Health Drinks",80.0
2978,bathinda,10007377,Tata Tea Gold(Pouch),"Tea, Coffee & Health Drinks",300.0
2979,bathinda,10007377,Tata Tea Gold(Pouch),"Tea, Coffee & Milk Drinks",121.0
2980,bathinda,10007924,Tata Tea Premium Tea(Pouch),"Tea, Coffee & Health Drinks",302.0
2981,bathinda,10007924,Tata Tea Premium Tea(Pouch),"Tea, Coffee & Milk Drinks",24.0
2982,bathinda,10011132,"Tetley Ginger, Mint & Lemon Green Tea Bags (Immune with Added Vitamin C)(Packet)","Tea, Coffee & Health Drinks",2.0
2983,bathinda,10011132,"Tetley Ginger, Mint & Lemon Green Tea Bags (Immune with Added Vitamin C)(Packet)","Tea, Coffee & Milk Drinks",3.0
2984,bathinda,10011132,"Tetley Ginger, Mint & Lemon Green Tea Bags (Immune with added Vitamin C)","Tea, Coffee & Health Drinks",7.0
2985,bathinda,10015803,Tetley Immune with Added Vitamin C Green Tea (250 g)(Pack),"Tea, Coffee & Health Drinks",3.0
2986,bathinda,10015803,Tetley Long Leaf Green Tea (250 g),"Tea, Coffee & Health Drinks",3.0
2987,bathinda,10015807,Tata Coffee Grand Classic- Instant Coffee(Pouch),"Tea, Coffee & Health Drinks",79.0
2988,bathinda,10015807,Tata Coffee Grand Classic- Instant Coffee(Pouch),"Tea, Coffee & Milk Drinks",10.0
2989,bathinda,10015808,Tata Coffee Grand Classic Instant Coffee(Jar),"Tea, Coffee & Health Drinks",9.0
2990,bathinda,10015808,Tata Coffee Grand Classic Instant Coffee(Jar),"Tea, Coffee & Milk Drinks",11.0
2991,bathinda,10015808,Tata Coffee Grand Classic- Instant Coffee(Glass Jar),"Tea, Coffee & Health Drinks",13.0
2992,bathinda,10037403,Tetley Classic Green Tea Bags (Immune with added Vitamin C),"Tea, Coffee & Health Drinks",10.0
2993,bathinda,10037403,Tetley Classic Green Tea Bags (Immune with added Vitamin C)(Pack),"Tea, Coffee & Health Drinks",13.0
2994,bathinda,10037403,Tetley Classic Green Tea Bags (Immune with added Vitamin C)(Pack),"Tea, Coffee & Milk Drinks",5.0
2995,bathinda,10037406,Tetley Lemon & Honey Green Tea Bags,"Tea, Coffee & Health Drinks",97.0
2996,bathinda,10037406,Tetley Lemon & Honey Green Tea Bags(Pack),"Tea, Coffee & Health Drinks",63.0
2997,bathinda,10037406,Tetley Lemon & Honey Green Tea Bags(Pack),"Tea, Coffee & Milk Drinks",46.0
2998,bathinda,10037407,"Tetley Ginger, Mint & Lemon Green Tea Bags (Immune with added Vitamin C)","Tea, Coffee & Health Drinks",53.0
2999,bathinda,10037407,"Tetley Ginger, Mint & Lemon Green Tea Bags (Immune with added Vitamin C)(Pack)","Tea, Coffee & Health Drinks",37.0
3000,bathinda,10037407,"Tetley Ginger, Mint & Lemon Green Tea Bags (Immune with added Vitamin C)(Pack)","Tea, Coffee & Milk Drinks",23.0
3001,bathinda,10065362,Tata Tea Premium(Pouch),"Tea, Coffee & Health Drinks",70.0
3002,bathinda,10065362,Tata Tea Premium(Pouch),"Tea, Coffee & Milk Drinks",24.0
3003,bathinda,10073508,Tata Tea Gold Tea (1.5 kg)(Pouch),"Tea, Coffee & Health Drinks",122.0
3004,bathinda,10073508,Tata Tea Gold Tea (1.5 kg)(Pouch),"Tea, Coffee & Milk Drinks",15.0
3005,bathinda,10073514,Tata Tea Gold Care(Box),"Tea, Coffee & Health Drinks",159.0
3006,bathinda,10073514,Tata Tea Gold Care(Box),"Tea, Coffee & Milk Drinks",28.0
3007,bathinda,10073515,Tata Tea Gold Care Tea(Box),"Tea, Coffee & Health Drinks",45.0
3008,bathinda,10073515,Tata Tea Gold Care Tea(Box),"Tea, Coffee & Milk Drinks",15.0
3009,bathinda,10110034,Tata Coffee Gold 100% Pure Instant Coffee (Original)(Jar),"Tea, Coffee & Health Drinks",45.0
3010,bathinda,10110034,Tata Coffee Gold 100% Pure Instant Coffee (Original)(Jar),"Tea, Coffee & Milk Drinks",6.0
3011,bathinda,10113337,Tata Coffee Gold 100% Pure Instant Coffee (Original)(Jar),"Tea, Coffee & Health Drinks",4.0
3012,bathinda,10113337,Tata Coffee Gold 100% Pure Instant Coffee (Original)(Jar),"Tea, Coffee & Milk Drinks",1.0
3013,bathinda,10113337,"Tata Coffee Gold 100% Pure Instant Coffee (Original, 100% Pure)(Bottle)","Tea, Coffee & Health Drinks",4.0
3014,bathinda,10113337,"Tata Coffee Gold 100% Pure Instant Coffee (Original, 100% Pure)(Glass Bottle)","Tea, Coffee & Health Drinks",8.0
3015,bathinda,10140052,Organic India Tulsi Honey Lemon Green Tea Bags(Box),"Tea, Coffee & Health Drinks",123.0
3016,bathinda,10140052,Organic India Tulsi Honey Lemon Green Tea Bags(Box),"Tea, Coffee & Milk Drinks",29.0
3017,bathinda,10147745,Organic India Premium Speciality Tulsi Tea Green Tea Gift Pack,Cold Drinks & Juices,1.0
3018,bathinda,10156714,Tata Coffee Grand Classic- Instant Coffee(Pouch),"Tea, Coffee & Health Drinks",3.0
3019,bathinda,10156714,Tata Coffee Grand Classic- Instant Coffee(Pouch),"Tea, Coffee & Milk Drinks",6.0
3020,bathinda,10156912,Tata Coffee Gold Hazelnut Flavoured Instant Coffee,"Tea, Coffee & Health Drinks",3.0
3021,bathinda,10156912,Tata Coffee Gold Hazelnut Flavoured Instant Coffee - with Free Mug,"Tea, Coffee & Health Drinks",3.0
3022,bathinda,10156912,Tata Coffee Gold Hazelnut Flavoured Instant Coffee(Bottle),"Tea, Coffee & Health Drinks",9.0
3023,bathinda,10156912,Tata Coffee Gold Hazelnut Flavoured Instant Coffee(Bottle),"Tea, Coffee & Milk Drinks",5.0
3024,bathinda,10156912,Tata Coffee Gold Hazelnut Instant Coffee - with Free Mug,"Tea, Coffee & Health Drinks",7.0
3025,bathinda,10159086,"Tata Tata Tea - Elaichi, 1 Kg Tea","Tea, Coffee & Health Drinks",60.0
3026,bathinda,10159086,Tata Tea Agni Elaichi Tea Leaves,"Tea, Coffee & Health Drinks",139.0
3027,bathinda,10159086,Tata Tea Agni Elaichi Tea Leaves,"Tea, Coffee & Milk Drinks",8.0
3028,bathinda,10159086,Tata Tea Agni Elaichi Tea Leaves(Pack),"Tea, Coffee & Milk Drinks",71.0
3029,bathinda,10159513,Tata Coffee Grand Classic Instant Coffee(Jar),"Tea, Coffee & Health Drinks",2.0
3030,bathinda,10159513,Tata Coffee Grand Classic Instant Coffee(Jar),"Tea, Coffee & Milk Drinks",6.0
3031,bathinda,10159513,Tata Coffee Grand Classic Strong Instant Coffee,"Tea, Coffee & Health Drinks",7.0
3032,bathinda,10159659,Tata Coffee Filter Coffee Decoction Liquid Coorg Kaapi,"Tea, Coffee & Health Drinks",2.0
3033,bathinda,10159659,Tata Coffee Filter Coffee Decoction Liquid Coorg Kaapi,"Tea, Coffee & Milk Drinks",8.0
3034,bathinda,10159797,Tata Coffee Grand Premium Instant Coffee,"Tea, Coffee & Health Drinks",21.0
3035,bathinda,10159797,Tata Coffee Grand Premium Instant Coffee(Packet),"Tea, Coffee & Health Drinks",16.0
3036,bathinda,10159797,Tata Coffee Grand Premium Instant Coffee(Packet),"Tea, Coffee & Milk Drinks",8.0
3037,bathinda,10159798,Tata Coffee Grand Premium Instant Coffee,"Tea, Coffee & Health Drinks",18.0
3038,bathinda,10159798,Tata Coffee Grand Premium Instant Coffee (100 g),"Tea, Coffee & Health Drinks",1.0
